date,datetime,shock_1y,shock_5y,isMain,isBroad,isdRRR,isdRevrepo,isdLDR,isdMLF,isMPR,isFX,isTMLF
2015-08-11,2015-08-11T12:00:00Z,0.075,0.085,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2015-11-07,2015-11-06T19:15:00Z,0.06,0.1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
2015-12-12,2015-12-11T20:05:00Z,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2016-01-07,2016-01-07T12:00:00Z,-0.015,-0.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2016-01-11,2016-01-11T12:00:00Z,0.04,0.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2016-02-06,2016-02-06T14:10:00Z,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2016-03-03,2016-03-03T12:00:00Z,0.005,0.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2016-05-07,2016-05-06T19:57:00Z,-0.025,-0.075,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
2016-08-06,2016-08-05T19:09:00Z,-0.01,-0.005,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
2016-11-09,2016-11-08T19:05:00Z,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017-02-18,2017-02-17T19:44:00Z,-0.01,-0.05,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017-05-13,2017-05-12T19:47:00Z,-0.08,-0.09,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017-08-12,2017-08-11T20:37:00Z,-0.015,-0.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2017-11-18,2017-11-17T22:43:00Z,-0.01375,-0.00375,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2018-02-15,2018-02-14T17:24:00Z,0.005,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2018-05-12,2018-05-11T21:09:00Z,-0.005,0.005,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2018-06-02,2018-06-01T19:50:00Z,-0.0025,0.00625,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2018-08-03,2018-08-03T12:00:00Z,-0.08,-0.06,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2018-08-11,2018-08-10T21:35:00Z,0.06,0.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2018-08-24,2018-08-24T00:00:00Z,0.01,0.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2018-11-10,2018-11-09T20:20:00Z,0,0.0025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2018-11-10,2018-11-09T22:15:00Z,0,0.0025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2018-12-20,2018-12-19T19:59:00Z,-0.03125,-0.06875,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2019-02-22,2019-02-21T19:42:00Z,0.025,0.02,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2019-05-18,2019-05-17T20:24:00Z,0.05,0.03,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2019-08-10,2019-08-09T21:52:00Z,0.025,0.0175,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2019-11-16,2019-11-16T09:00:00Z,-0.0725,-0.08,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2020-02-20,2020-02-19T20:29:00Z,0,0.015,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2020-05-10,2020-05-10T09:00:00Z,0.0025,0.01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
