date,country,fx_lcu_per_usd,fx_return,shock_1y,shock_5y,isdRRR,isdRevrepo,isdLDR,isdMLF,isMPR,isFX,isTMLF,event_day
2006-09-18,idr,9125,-0.05477951383223711,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-09-19,idr,9145,0.21893823742740184,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-09-20,idr,9180,0.38199227895709953,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-09-21,idr,9140,-0.4366819166341074,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-09-22,idr,NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-09-25,idr,9185,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-09-26,idr,9235,0.5428894984113697,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-09-27,idr,9195,-0.4340755594919088,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-09-28,idr,9205,0.10869566287574628,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-09-29,idr,9235,0.3253798966161625,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-02,idr,9228,-0.07582733396951369,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-03,idr,9195,-0.3582482255223951,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-04,idr,9215,0.21727330655032517,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-05,idr,9210,-0.05427408545717327,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-06,idr,9205,-0.05430355821740562,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-09,idr,9220,0.16282228834612056,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-10,idr,9225,0.05421523580881882,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-11,idr,9220,-0.05421523580881882,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-12,idr,9220,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-13,idr,9205,-0.16282228834612056,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-16,idr,9205,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-17,idr,9155,-0.5446636558566809,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-18,idr,9164,0.09825864647741156,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-19,idr,9150,-0.15288853038182282,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-20,idr,9160,0.10922993986088868,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-23,idr,NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-25,idr,NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-26,idr,NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-27,idr,NA,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-30,idr,9095,NA,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-10-31,idr,9110,0.1647899301779887,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
2006-11-01,idr,9105,-0.05489980922952497,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
