date,country,fx_lcu_per_usd,fx_return_usd,fx_return_cny,shock_1y,shock_5y,shock_1y_roll,shock_5y_roll,n_events_roll,max_roll_days,ret_cny,d_vix,ret_broad_dollar,ret_brent,d_ust_2y,event_day,event_day_roll,post_split,usd_w0,usd_w01,usd_wm11,usd_w5p1,usd_w5m0,cny_w0,cny_w01,cny_wm11,cny_w5p1,cny_w5m0,ctrl_dollar_w01,ctrl_vix_w01,ctrl_brent_w01,ctrl_ust2y_w01,ctrl_cny_w01
2008-03-13,idr,9220,0.7293343165860833,0.8843621821780445,0,0,0,0,0,NA,-0.15502786559205006,0.07000000000000028,-0.39152739149033167,1.0959266108943488,0,0,0,0,0.7293343165860833,1.0866128864250868,0.17306656564191059,NA,NA,0.8843621821780445,1.2557461191327057,0.36613722321945374,NA,NA,-0.3440789589443938,3.9400000000000013,1.0776065595469397,-15.999999999999993,-0.16913323270759673
2008-03-14,idr,9253,0.3572785698390035,0.3713839369546612,0,0,0,0,0,NA,-0.014105367115546663,3.870000000000001,0.04744843254593789,-0.018320051347409105,-15.999999999999993,0,0,0,0.3572785698390035,1.1323927961376157,1.861727112723699,NA,NA,0.3713839369546612,1.231172173392725,2.1155343555707695,NA,NA,-0.0548830911334619,4.950000000000003,-4.4672440051592766,-27.999999999999982,-0.09877937725504271
2008-03-17,idr,9325,0.7751142262986122,0.8597882364380638,0,0,0,0,0,NA,-0.08467401013949605,1.0800000000000018,-0.1023315236793998,-4.4489239538118674,-11.99999999999999,0,0,0,0.7751142262986122,0.09721847916672743,0.45449704900573096,NA,NA,0.8597882364380638,0.23131879216586881,0.60270272912053,NA,NA,-0.36047728621300124,-5.370000000000001,-3.5526555589940223,11.00000000000001,-0.134100312999208
2008-03-18,idr,9262,-0.6778957471318847,-0.628469444272195,0,0,0,0,0,NA,-0.049426302859711946,-6.450000000000003,-0.25814576253360144,0.8962683948178451,23,0,0,0,-0.6778957471318847,-1.393035862894365,-0.6179216365957529,0.9615458699443025,1.6766859857067828,-0.628469444272195,-1.152736079441219,-0.29294784300315513,1.5260407361323836,2.0503073713014075,0.2704186078356763,-2.400000000000002,-1.7000312837076592,18.999999999999996,-0.2402997834532128
2008-03-19,idr,9196,-0.7151401157624804,-0.5242666351690239,0,0.045,0,0.045,1,0,-0.19087348059350084,4.050000000000001,0.5285643703692777,-2.5962996785255044,-4.0000000000000036,1,1,0,-0.7151401157624804,NA,NA,NA,-0.44485507095384236,-0.5242666351690239,NA,NA,NA,0.07318938021629862,1.3954808912986394,0.8300000000000018,-5.432037781730603,1.0000000000000009,-0.3892019207264896
2008-03-20,idr,NA,NA,NA,0,0,0,0,0,NA,-0.19832844013298878,-3.219999999999999,0.8669165209293617,-2.835738103205099,5.000000000000004,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7314750780666124,NA,NA,NA,-0.2054188786795752
2008-03-21,idr,NA,NA,NA,0,0,0,0,0,NA,-0.0070904385465864195,NA,-0.13544144286274928,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.02175909710624424,NA,NA,NA,0.0425320769153581
2008-03-24,idr,9188,NA,NA,0,0,0,0,0,NA,0.049622515461944516,NA,0.11368234575650504,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.43345179760496677,NA,NA,NA,-0.10641695161981435
2008-03-25,idr,9186,-0.02176989232491877,0.13426957475672907,0,0,0,0,0,NA,-0.15603946708175886,-0.010000000000001563,-0.5471341433614718,-1.0157426505841727,-5.000000000000004,0,0,0,-0.02176989232491877,0.06528125571847454,NA,NA,NA,0.13426957475672907,0.4344949668193543,NA,NA,NA,-0.8731138120398718,0.34999999999999787,1.8649931990331048,-13.00000000000001,-0.36921371110090195
2008-03-26,idr,9194,0.08705114804339331,0.3002253920626252,0,0,0,0,0,NA,-0.2131742440191431,0.35999999999999943,-0.3259796686784,2.8807358496172775,-8.000000000000007,0,0,0,0.08705114804339331,0.2609264363613306,0.23915654403641184,NA,NA,0.3002253920626252,0.7376429818524599,0.871912556609189,NA,NA,-0.4334881641116617,0.16000000000000014,3.9062866337513213,-6.000000000000005,-0.4767165454910405
2008-03-27,idr,9210,0.1738752883179373,0.4374175897898347,0,0,0,0,0,NA,-0.2635423014718974,-0.1999999999999993,-0.10750849543326169,1.0255507841340439,2.0000000000000018,0,0,0,0.1738752883179373,0.3691242927471805,0.4561754407905738,NA,NA,0.4374175897898347,0.611272406225094,0.9114977982877193,NA,NA,0.09885200835908492,-0.36999999999999744,-0.1459783238160206,-4.0000000000000036,-0.24214811347802456
2008-03-28,idr,9228,0.1952490044292432,0.17385481643525935,0,0,0,0,0,NA,0.021394187993872826,-0.16999999999999815,0.2063605037923466,-1.1715291079500645,-6.000000000000005,0,0,0,0.1952490044292432,0.07597547443118913,0.24985076274912643,NA,NA,0.17385481643525935,0.054581286437294096,0.4919988762271288,NA,NA,0.265440268960937,-0.2699999999999996,-1.5129761983776469,-10.999999999999988,0.021394187993872826
2008-03-31,idr,9217,-0.11927352999805407,-0.11927352999796526,0,0,0,0,0,NA,0,-0.10000000000000142,0.05907976516859037,-0.34144709042758237,-4.999999999999982,0,0,0,-0.11927352999805407,-0.31475578164883444,-0.11950677721959124,NA,NA,-0.11927352999796526,-0.3090511123753359,-0.13519629594007654,NA,NA,0.4499487910954336,-3.030000000000001,-3.963373181902341,13.00000000000001,-0.0057046692733431215
2008-04-01,idr,9199,-0.19548225165078037,-0.18977758237737063,0,0,0,0,0,NA,-0.0057046692733431215,-2.9299999999999997,0.39086902592684325,-3.6219260914747586,17.999999999999993,0,0,0,-0.19548225165078037,-0.4131338774573834,-0.5324074074554375,-0.09800185898978242,0.1196497668168206,-0.18977758237737063,-0.5057891707829221,-0.6250627007808873,0.420704672263561,0.7367162606691124,0.23102189311616783,-2.1799999999999997,-3.459933548203775,25.99999999999998,0.09265529332556088
2008-04-02,idr,9179,-0.21765162580660302,-0.31601158840555144,0,0,0,0,0,NA,0.098359962598904,0.75,-0.15984713281067542,0.16199254327098345,7.999999999999985,0,0,0,-0.21765162580660302,0.20633118032975517,0.0108489286789748,0.34775083947149454,-0.07623196666486365,-0.31601158840555144,0.15785186151271446,-0.03192572086465617,0.7602985474250978,0.28643509750683194,-0.44360065833881634,0.5300000000000011,3.602379570693248,10.999999999999988,0.04847931881697409
2008-04-03,idr,9218,0.4239828061363582,0.4738634499182659,0,0,0,0,0,NA,-0.04988064378192991,-0.21999999999999886,-0.2837535255281409,3.4403870274222648,3.0000000000000027,0,0,0,0.4239828061363582,0.5215702359464558,0.3039186101398528,0.35828712123819884,0.26069969142810123,0.4738634499182659,0.5714508797284523,0.2554392913229009,0.557660585172659,0.4600731553624726,-0.4357576760015469,-0.9800000000000004,3.3425970724358933,-4.999999999999982,-0.04988064378192991
