date,country,fx_lcu_per_usd,fx_return
2012-05-30,php,43.494,-0.1355589716704575
2012-05-31,php,43.451,-0.09891311405105796
2012-06-01,php,43.63,0.4111120729233253
2012-06-04,php,43.543,-0.19960315438272147
2012-06-05,php,43.479,-0.14708926832018854
2012-06-06,php,43.389,-0.20721101487843896
2012-06-07,php,43.295,-0.21687978599400637
2012-06-08,php,43.122,-0.40038471854040303
2012-06-11,php,43.237,0.2663302446213933
2012-06-12,php,NA,NA
2012-06-13,php,43.004,NA
2012-06-14,php,42.781,-0.5199055832852739
2012-06-15,php,42.57,-0.49442989500678713
2012-06-18,php,42.344,-0.5323045284374217
2012-06-19,php,42.161,-0.4331111438789392
2012-06-20,php,42.311,0.35514764102253515
2012-06-21,php,42.137,-0.41208849525027347
2012-06-22,php,42.264,0.3009445287394996
2012-06-25,php,42.492,0.5380163055752174
2012-06-26,php,42.617,0.2937411786744448
2012-06-27,php,42.503,-0.2678573030078457
2012-06-28,php,42.367,-0.3204904357471783
2012-06-29,php,42.283,-0.19846432976176057
2012-07-02,php,42.276,-0.01655648722427294
2012-07-03,php,41.993,-0.6716611420831686
2012-07-05,php,41.723,-0.6450402221136908
2012-07-06,php,41.689,-0.08152304676314337
2012-07-09,php,41.802,0.2706880238536158
2012-07-10,php,41.951,0.3558085255324528
2012-07-11,php,41.875,-0.18132803861310445
2012-07-12,php,41.883,0.01910265293902924
2012-07-13,php,41.95,0.1598416238594691
2012-07-16,php,42.071,0.28802343140115205
2012-07-17,php,41.893,-0.4239918695093437
2012-07-18,php,41.733,-0.38265657865905744
2012-07-19,php,41.63,-0.24711215386590268
2012-07-20,php,41.675,0.10803674299735276
2012-07-23,php,41.845,0.407088684797996
2012-07-24,php,42.026,0.431615888664183
2012-07-25,php,42.037,0.02617084820379922
2012-07-26,php,42.143,0.2518414255752166
2012-07-27,php,42.094,-0.11633843922891351
2012-07-30,php,41.934,-0.38082589939332223
2012-07-31,php,41.907,-0.06440763095234558
2012-08-01,php,41.833,-0.17673756690306242
2012-08-02,php,41.776,-0.13634897877197183
2012-08-03,php,41.85,0.17697849787112752
2012-08-06,php,41.929,0.18859146901912816
2012-08-07,php,NA,NA
2012-08-08,php,41.791,NA
2012-08-09,php,41.796,0.01196358286810195
2012-08-10,php,41.758,-0.09095914646808367
2012-08-13,php,41.864,0.2535219362723051
2012-08-14,php,41.908,0.10504704208118554
2012-08-15,php,41.94,0.07632859830550842
2012-08-16,php,42.134,0.4614990230504823
2012-08-17,php,42.318,0.4357511749818688
2012-08-20,php,NA,NA
2012-08-21,php,NA,NA
2012-08-22,php,42.318,NA
2012-08-23,php,42.342,0.05669737926510265
2012-08-24,php,42.164,-0.4212724853805305
2012-08-27,php,NA,NA
2012-08-28,php,42.162,NA
2012-08-29,php,42.309,0.34804879400969213
2012-08-30,php,42.352,0.10158161065327852
2012-08-31,php,42.315,-0.08740123626762575
2012-09-04,php,42.027,-0.6829364239982816
2012-09-05,php,41.884,-0.3408376456870865
2012-09-06,php,41.959,0.17890585977258233
2012-09-07,php,41.908,-0.12162115322227328
2012-09-10,php,41.742,-0.3968923321159501
2012-09-11,php,41.583,-0.3816386270233618
2012-09-12,php,41.61,0.06490930955243002
2012-09-13,php,41.492,-0.28398854252684735
2012-09-14,php,41.678,0.4472774079316455
2012-09-17,php,41.476,-0.4858464952866015
2012-09-18,php,41.454,-0.05305679613187841
2012-09-19,php,41.724,0.6492124079011674
2012-09-20,php,41.65,-0.1775134200872941
2012-09-21,php,41.677,0.06480492744231903
2012-09-24,php,41.699,0.05277298145887066
2012-09-25,php,41.741,0.10067114944183332
2012-09-26,php,41.731,-0.02396013045773415
2012-09-27,php,41.886,0.3707384324614704
2012-09-28,php,41.88,-0.0143256213983367
2012-10-01,php,41.739,-0.33724424744865367
2012-10-02,php,41.818,0.18909253213816868
2012-10-03,php,41.641,-0.42416100209905494
2012-10-04,php,41.651,0.02401191002268099
2012-10-05,php,41.531,-0.2885241596648047
2012-10-09,php,41.489,-0.10118044708051777
2012-10-10,php,41.408,-0.19542329825785745
2012-10-11,php,41.545,0.3303078238509283
2012-10-12,php,41.608,0.15152793538262266
2012-10-15,php,41.476,-0.31775097747392955
2012-10-16,php,41.496,0.04820903530671217
2012-10-17,php,41.378,-0.2847698427547396
2012-10-18,php,41.21,-0.4068393270825421
2012-10-19,php,41.27,0.14548984137645604
2012-10-22,php,41.395,0.3024256826278382
2012-10-23,php,41.409,0.03381479187818392
2012-10-24,php,41.309,-0.24178546076267793
2012-10-25,php,41.376,0.16206086875230064
2012-10-26,php,NA,NA
2012-10-31,php,41.263,NA
2012-11-01,php,NA,NA
2012-11-02,php,NA,NA
2012-11-05,php,41.208,NA
2012-11-06,php,41.245,0.08974810494111196
2012-11-07,php,41.241,-0.00969861553024031
2012-11-08,php,41.128,-0.2743752404188893
2012-11-09,php,41.065,-0.15329775610481988
2012-11-12,php,41.08,0.03652078682017112
2012-11-13,php,41.084,0.00973662432008914
2012-11-14,php,41.128,0.1070403449645596
2012-11-15,php,41.112,-0.03891050632751636
2012-11-16,php,41.207,0.23080951463083643
2012-11-19,php,41.318,0.26900955331998766
2012-11-20,php,41.239,-0.19138298172913792
2012-11-21,php,41.148,-0.2209087283361555
2012-11-26,php,41.064,-0.2043498010781963
2012-11-27,php,41.01,-0.13158858540340823
2012-11-28,php,40.911,-0.24169638601612145
2012-11-29,php,NA,NA
2012-11-30,php,40.883,NA
2012-12-03,php,40.889,0.01467494988691697
2012-12-04,php,40.874,-0.03669141339797122
2012-12-05,php,40.914,0.09781386802267812
2012-12-06,php,40.862,-0.12717669489505923
2012-12-07,php,40.915,0.129620816172471
2012-12-10,php,40.931,0.03909781835109705
2012-12-11,php,40.932,0.00244310616528409
2012-12-12,php,40.944,0.0293126192924209
2012-12-13,php,40.982,0.09276664972075466
2012-12-14,php,41.059,0.18771107765487297
2012-12-17,php,41.135,0.1849283929704182
2012-12-18,php,41.04,-0.23121397583794057
2012-12-19,php,41.046,0.01461881444018153
2012-12-20,php,41.059,0.03166676842734084
2012-12-21,php,41.058,-0.00243554927736866
2012-12-26,php,41.133,0.18250178442120735
2012-12-27,php,41.156,0.05590054709361247
2012-12-28,php,41.192,0.08743382302762726
2013-01-02,php,41.078,-0.2771364360383277
2013-01-03,php,40.898,-0.4391536285833997
2013-01-04,php,40.794,-0.25461503252453
2013-01-07,php,40.856,0.1518677572965199
2013-01-08,php,40.894,0.09296636755196096
2013-01-09,php,40.845,-0.11989382270298776
2013-01-10,php,40.816,-0.0710253394376803
2013-01-11,php,40.733,-0.2035586669609568
2013-01-14,php,40.601,-0.3245877883613968
2013-01-15,php,40.651,0.12307390910089032
2013-01-16,php,40.569,-0.20192077779084272
2013-01-17,php,40.637,0.1674753488507097
2013-01-18,php,40.616,-0.05169040027466209
2013-01-22,php,40.685,0.1697396503527404
2013-01-23,php,40.644,-0.10082505249857654
2013-01-24,php,40.626,-0.0442967892071433
2013-01-25,php,40.637,0.02707259162764153
2013-01-28,php,40.687,0.12296494589580932
2013-01-29,php,40.741,0.1326325291450825
2013-01-30,php,40.808,0.16431842223765258
2013-01-31,php,40.653,-0.38055066119389025
2013-02-01,php,40.666,0.0319728479463599
2013-02-04,php,40.734,0.16707620594149653
2013-02-05,php,40.603,-0.32211690441137364
2013-02-06,php,40.637,0.08370261443886307
2013-02-07,php,40.647,0.02460508845638642
2013-02-08,php,40.685,0.09344416162169188
2013-02-11,php,40.686,0.00245787811392617
2013-02-12,php,40.685,-0.00245787811392617
2013-02-13,php,40.706,0.05160275820670357
2013-02-14,php,40.658,-0.11798831318152736
2013-02-15,php,40.63,-0.06889085992369814
2013-02-19,php,40.632,0.00492234993085816
2013-02-20,php,40.623,-0.02215248301471462
2013-02-21,php,40.623,0
2013-02-22,php,40.726,0.2532300459526571
2013-02-25,php,40.718,-0.01964540058381203
2013-02-26,php,40.704,-0.03438874048282692
2013-02-27,php,40.736,0.07858546573391578
2013-02-28,php,40.736,0
2013-03-01,php,40.662,-0.18182269929654105
2013-03-04,php,40.706,0.1081506348656891
2013-03-05,php,40.778,0.17672185640948967
2013-03-07,php,40.682,-0.23569861144872029
2013-03-08,php,40.748,0.16210245475245522
2013-03-11,php,40.716,-0.07856231377263434
2013-03-12,php,40.696,-0.04913280696294819
2013-03-13,php,40.629,-0.1647710179120132
2013-03-14,php,40.588,-0.10096409245075044
2013-03-15,php,40.606,0.04433825232132982
2013-03-18,php,40.6,-0.01477723323626278
2013-03-19,php,40.705,0.25828684182540584
2013-03-20,php,40.666,-0.09585725377911912
2013-03-21,php,40.743,0.1891683301891156
2013-03-22,php,40.737,-0.01472754052738167
2013-03-25,php,40.821,0.2059884492063624
2013-03-26,php,40.806,-0.03675254552741869
2013-03-27,php,40.938,0.322959763978492
2013-03-28,php,NA,NA
2013-03-29,php,NA,NA
2013-04-01,php,40.918,NA
2013-04-02,php,40.811,-0.261841111804495
2013-04-03,php,40.835,0.05879038946492443
2013-04-04,php,40.92,0.20793842731867684
2013-04-05,php,41.065,0.353723610872958
2013-04-08,php,41.172,0.26022364721574043
2013-04-09,php,NA,NA
2013-04-10,php,41.261,NA
2013-04-11,php,41.105,-0.3787975294024193
2013-04-12,php,40.986,-0.2899223626329661
2013-04-15,php,41.222,0.5741549443338378
2013-04-16,php,41.233,0.0266812202176947
2013-04-17,php,41.377,0.3486264274263462
2013-04-18,php,41.272,-0.2540866955197174
2013-04-19,php,41.286,0.03391555060492379
2013-04-22,php,41.118,-0.4077477616656111
2013-04-23,php,41.155,0.0899444592865617
2013-04-24,php,41.3,0.351707354237929
2013-04-25,php,41.307,0.01694771633582448
2013-04-26,php,41.293,-0.03389830540934113
2013-04-29,php,41.19,-0.24974856282624636
2013-04-30,php,41.161,-0.0704302344810781
2013-05-01,php,NA,NA
2013-05-02,php,41.131,NA
2013-05-03,php,41.174,0.10448940869278722
2013-05-06,php,40.943,-0.562613367091469
2013-05-07,php,40.865,-0.19069045481088231
2013-05-08,php,40.901,0.08805616595202181
2013-05-09,php,40.832,-0.16884249052884215
2013-05-10,php,40.774,-0.14214643473775546
2013-05-13,php,NA,NA
2013-05-14,php,41.099,NA
2013-05-15,php,41.163,0.15560043012032845
2013-05-16,php,41.17,0.01700411746656804
2013-05-17,php,41.192,0.05342269620269846
2013-05-20,php,41.186,-0.01456699606841027
2013-05-21,php,41.23,0.10677539356525044
2013-05-22,php,41.152,-0.1893618103654404
2013-05-23,php,41.188,0.08744231793502699
2013-05-24,php,41.508,0.773922794852755
2013-05-28,php,41.633,0.3006942283214631
2013-05-29,php,41.851,0.522256948636457
2013-05-30,php,42.279,1.0174817364872355
2013-05-31,php,42.376,0.22916553647420737
2013-06-03,php,42.274,-0.24099243795805417
2013-06-04,php,42.159,-0.2724055075927545
2013-06-05,php,41.978,-0.4302513263293229
2013-06-06,php,41.906,-0.1716656756508339
2013-06-07,php,42.143,0.56395823423534
2013-06-10,php,42.13,-0.03085211183440073
2013-06-11,php,42.56,1.0154769042463485
2013-06-12,php,NA,NA
2013-06-13,php,43.174,NA
2013-06-14,php,43.207,0.07640569478333248
2013-06-17,php,42.845,-0.8413567039436742
2013-06-18,php,42.888,0.10031144041544592
2013-06-19,php,43.103,0.5000533730555645
2013-06-20,php,43.21,0.2479349688049748
2013-06-21,php,43.654,1.0222966173043968
2013-06-24,php,NA,NA
2013-06-25,php,43.81,NA
2013-06-26,php,43.6,-0.4804951470818164
2013-06-27,php,43.39,-0.4828150544729404
2013-06-28,php,43.307,-0.19147150502885069
2013-07-01,php,43.257,-0.11552147673512536
2013-07-02,php,43.1,-0.36360728829176736
2013-07-03,php,43.299,0.4606542943834224
2013-07-08,php,43.409,0.25372528258476024
2013-07-09,php,43.661,0.5788462240307712
2013-07-10,php,43.584,-0.17651445926443188
2013-07-11,php,43.408,-0.40463546104714254
2013-07-12,php,43.282,-0.29069117251450116
2013-07-15,php,43.367,0.1961939024459625
2013-07-16,php,43.444,0.1773969201899206
2013-07-17,php,43.32,-0.28583302849995995
2013-07-18,php,43.32,0
2013-07-19,php,43.426,0.24439179387902857
2013-07-22,php,43.427,0.00230274141372888
2013-07-23,php,43.244,-0.42228720551924503
2013-07-24,php,43.171,-0.16895218970036652
2013-07-25,php,43.25,0.1828259844367075
2013-07-26,php,43.366,0.267849056413727
2013-07-29,php,43.28,-0.19850894037998223
2013-07-30,php,43.333,0.12238349119684244
2013-07-31,php,43.402,0.15910535436871598
2013-08-01,php,43.517,0.26461433542310786
2013-08-02,php,43.485,-0.07356153063842186
2013-08-05,php,43.648,0.3741411179268628
2013-08-06,php,43.51,-0.316666548840816
2013-08-07,php,43.506,-0.00919371150782666
2013-08-08,php,43.624,0.2708598006250007
2013-08-09,php,NA,NA
2013-08-12,php,43.621,NA
2013-08-13,php,43.621,0
2013-08-14,php,43.736,0.2632875818354474
2013-08-15,php,43.802,0.15079168476770377
2013-08-16,php,43.756,-0.10507321828305828
2013-08-19,php,NA,NA
2013-08-20,php,NA,NA
2013-08-21,php,NA,NA
2013-08-22,php,43.765,NA
2013-08-23,php,44.117,0.801078451551529
2013-08-26,php,NA,NA
2013-08-27,php,44.26,NA
2013-08-28,php,44.424,0.3698529316402688
2013-08-29,php,44.66,0.5298382472705754
2013-08-30,php,44.635,-0.05599417806863016
2013-09-03,php,44.562,-0.1636826716111095
2013-09-04,php,44.334,-0.5129600880648955
2013-09-05,php,44.542,0.46806872440923186
2013-09-06,php,44.403,-0.3125529555496609
2013-09-09,php,44.514,0.24967117122827176
2013-09-10,php,44.325,-0.4254894475172133
2013-09-11,php,43.927,-0.9019686766582158
2013-09-12,php,43.793,-0.30551779350411756
2013-09-13,php,43.764,-0.06624256441050136
2013-09-16,php,43.907,0.3262199058216897
2013-09-17,php,43.667,-0.548109258106777
2013-09-18,php,43.74,0.16703471569292638
2013-09-19,php,43.549,-0.43762743262578674
2013-09-20,php,43.085,-1.0711832230633878
2013-09-23,php,43.07,-0.03482096257108047
2013-09-24,php,43.18,0.25507260206421023
2013-09-25,php,43.357,0.4090741459234159
2013-09-26,php,43.483,0.290189056702328
2013-09-27,php,43.357,-0.290189056702328
2013-09-30,php,43.309,-0.11077009417306272
2013-10-01,php,43.542,0.5365523919889981
2013-10-02,php,43.391,-0.34739431943950905
2013-10-03,php,43.405,0.03225955141115122
2013-10-04,php,43.194,-0.48730451285505794
2013-10-07,php,43.138,-0.1297317515038365
2013-10-08,php,43.118,-0.04637358643670986
2013-10-09,php,43.127,0.02087077519319358
2013-10-10,php,43.15,0.05331664416896586
2013-10-11,php,43.239,0.2060448239638468
2013-10-15,php,NA,NA
2013-10-16,php,43.152,NA
2013-10-17,php,43.192,0.09265265186115812
2013-10-18,php,43.098,-0.2178700595266481
2013-10-21,php,43.069,-0.06731115414235767
2013-10-22,php,43.142,0.16935197932292922
2013-10-23,php,43.208,0.15286627180648438
2013-10-24,php,43.077,-0.3036451310240551
2013-10-25,php,43.11,0.07657767786937164
2013-10-28,php,NA,NA
2013-10-29,php,43.065,NA
2013-10-30,php,43.123,0.13458952233551535
2013-10-31,php,43.179,0.1297768484151529
2013-11-01,php,NA,NA
2013-11-04,php,43.245,NA
2013-11-05,php,NA,NA
2013-11-06,php,43.281,NA
2013-11-07,php,43.276,-0.01155308064175741
2013-11-08,php,43.23,-0.10635101457867611
2013-11-11,php,43.235,0.01156537328528273
2013-11-12,php,43.448,0.49144683201509665
2013-11-13,php,43.677,0.525682702675434
2013-11-14,php,43.736,0.1349913833399441
2013-11-15,php,43.544,-0.43996404607993256
2013-11-18,php,43.577,0.07575670981334603
2013-11-19,php,43.613,0.08257828201805317
2013-11-20,php,43.57,-0.09864309208618138
2013-11-21,php,43.576,0.01376999520226185
2013-11-22,php,43.791,0.4921776735177019
2013-11-25,php,43.855,0.14604205867945197
2013-11-26,php,43.884,0.06610515518992166
2013-11-27,php,43.783,-0.23041747678358424
2013-12-02,php,43.757,-0.05940141824201106
2013-12-03,php,43.688,-0.1578135155135829
2013-12-04,php,43.764,0.1738096764690944
2013-12-05,php,43.78,0.03655304801735148
2013-12-06,php,43.848,0.15520156490982373
2013-12-09,php,43.91,0.1412976829811008
2013-12-11,php,44.262,0.7984436556593977
2013-12-12,php,44.135,-0.2873402658023938
2013-12-13,php,44.19,0.12454006704523124
2013-12-16,php,44.18,-0.02263211506776663
2013-12-17,php,44.158,-0.04980869038200275
2013-12-18,php,44.154,-0.00905879156336553
2013-12-19,php,44.276,0.2759246350860334
2013-12-20,php,44.414,0.3111965528690419
2013-12-23,php,44.493,0.17771383758673487
2013-12-24,php,NA,NA
2013-12-26,php,44.414,NA
2013-12-27,php,44.414,0
2013-12-30,php,NA,NA
2014-01-02,php,44.398,NA
2014-01-03,php,44.343,-0.1239562480530143
2014-01-06,php,44.628,0.6406603832887825
2014-01-07,php,44.721,0.20817252254694552
2014-01-08,php,44.779,0.1296089566911185
2014-01-09,php,44.756,-0.05137655778391092
2014-01-10,php,44.713,-0.09612268676488787
2014-01-13,php,44.656,-0.1275610283859585
2014-01-14,php,44.569,-0.19501267037647096
2014-01-15,php,44.735,0.3717642909357721
2014-01-16,php,44.98,0.546175353161038
2014-01-17,php,45.106,0.27973288227469695
2014-01-22,php,45.198,0.2037562717696062
2014-01-23,php,45.257,0.13045162427061108
2014-01-24,php,45.271,0.03092965736923858
2014-01-27,php,45.301,0.06624564125146115
2014-01-28,php,45.404,0.22710995925674385
2014-01-29,php,45.299,-0.23152497029501615
2014-01-30,php,45.155,-0.31839414873808813
2014-01-31,php,NA,NA
2014-02-03,php,45.342,NA
2014-02-04,php,45.389,0.10360296746201314
2014-02-05,php,45.406,0.03744699641754501
2014-02-06,php,45.32,-0.18958187456279416
2014-02-07,php,45.238,-0.1810994554015899
2014-02-10,php,45.044,-0.4297651771010713
2014-02-11,php,44.922,-0.271213735817577
2014-02-12,php,45.012,0.20014684111475667
2014-02-13,php,44.964,-0.1066951288200002
2014-02-14,php,44.892,-0.1602564445541077
2014-02-18,php,44.523,-0.8253695572218778
2014-02-19,php,44.551,0.06286907722174995
2014-02-20,php,44.63,0.17716782871701753
2014-02-21,php,44.743,0.25287292630795655
2014-02-24,php,44.652,-0.20359087517722865
2014-02-25,php,44.637,-0.03359876388158156
2014-02-26,php,44.574,-0.14123821159457428
2014-02-27,php,44.635,0.13675752336013147
2014-02-28,php,44.656,0.04703721626406754
2014-03-04,php,44.729,0.1633384040498953
2014-03-05,php,44.815,0.19208439748599204
2014-03-06,php,44.759,-0.12503629914015768
2014-03-07,php,44.639,-0.26846254294756733
2014-03-10,php,44.436,-0.4557964668971959
2014-03-11,php,44.512,0.17088640215563444
2014-03-12,php,44.484,-0.06292417844364628
2014-03-13,php,44.631,0.3299110886620493
2014-03-14,php,44.566,-0.14574483784395298
2014-03-18,php,44.688,0.27337727380443155
2014-03-19,php,44.648,-0.08954957166884547
2014-03-20,php,44.829,0.4045737941233085
2014-03-21,php,45.07,0.536158527519115
2014-03-24,php,45.236,0.36763933065238064
2014-03-25,php,45.212,-0.05306916805958295
2014-03-26,php,45.052,-0.35451601430347424
2014-03-27,php,45.018,-0.07549683938035123
2014-03-28,php,44.965,-0.11780004251678022
2014-03-31,php,44.996,0.06891875641006351
2014-04-01,php,44.809,-0.4164584828764806
2014-04-02,php,44.751,-0.12952212619117276
2014-04-03,php,44.786,0.0781799742736844
2014-04-04,php,44.98,0.4322355948529921
2014-04-07,php,45.003,0.05112076836932822
2014-04-08,php,44.86,-0.3182625122800875
2014-04-09,php,NA,NA
2014-04-10,php,44.829,NA
2014-04-11,php,44.426,-0.903036779193478
2014-04-14,php,44.371,-0.12387807478515532
2014-04-15,php,44.42,0.11037155787021467
2014-04-16,php,44.526,0.23834697497702173
2014-04-17,php,NA,NA
2014-04-18,php,NA,NA
2014-04-21,php,44.487,NA
2014-04-22,php,44.405,-0.18449359505745555
2014-04-23,php,44.517,0.25190629816318477
2014-04-24,php,44.619,0.22886385864713257
2014-04-25,php,44.689,0.15676090458822678
2014-04-28,php,44.709,0.04474373103127149
2014-04-29,php,44.54,-0.3787161805544059
2014-04-30,php,44.463,-0.17302791863338385
2014-05-02,php,44.541,0.17527306630809036
2014-05-05,php,44.531,-0.02245374537905853
2014-05-06,php,44.414,-0.26308408001098904
2014-05-07,php,44.356,-0.130674796109842
2014-05-08,php,44.273,-0.18729766614531407
2014-05-09,php,44.232,-0.09265013938843936
2014-05-12,php,43.775,-1.0385630863716688
2014-05-13,php,43.721,-0.12343422980753972
2014-05-14,php,43.781,0.13713974401423634
2014-05-15,php,43.627,-0.3523708570047024
2014-05-16,php,43.646,0.04354153128729443
2014-05-19,php,43.77,0.28370111459956604
2014-05-20,php,43.632,-0.31578250995711876
2014-05-21,php,43.728,0.21978030824794104
2014-05-22,php,43.792,0.14625231126110805
2014-05-23,php,43.713,-0.1805611598495904
2014-05-27,php,43.7,-0.02974385982827954
2014-05-28,php,43.712,0.0274561846780319
2014-05-29,php,43.905,0.4405544863633981
2014-05-30,php,43.927,0.0500956381730866
2014-06-02,php,43.832,-0.21650209575749813
2014-06-03,php,43.849,0.0387769304935226
2014-06-04,php,43.84,-0.02052709012896336
2014-06-05,php,43.898,0.1322118317003795
2014-06-06,php,43.814,-0.1915359943456263
2014-06-09,php,43.668,-0.3337832595284862
2014-06-10,php,43.558,-0.25221850896057774
2014-06-11,php,43.659,0.2316063270881852
2014-06-12,php,NA,NA
2014-06-13,php,43.757,NA
2014-06-16,php,43.788,0.07082072373223447
2014-06-17,php,43.879,0.20760384793292452
2014-06-18,php,43.951,0.16395312792525374
2014-06-19,php,44.017,0.15005459345220906
2014-06-20,php,43.872,-0.32996195555106134
2014-06-23,php,43.786,-0.19621717947595485
2014-06-24,php,NA,NA
2014-06-25,php,43.858,NA
2014-06-26,php,43.919,0.138988595691103
2014-06-27,php,43.835,-0.19144432312061532
2014-06-30,php,43.78,-0.12554929458321595
2014-07-01,php,43.647,-0.3042540693355633
2014-07-02,php,43.595,-0.11920865215828692
2014-07-03,php,43.613,0.04128061704342656
2014-07-07,php,43.541,-0.16522481212462026
2014-07-08,php,43.478,-0.1447959893979167
2014-07-09,php,43.445,-0.07592927438180297
2014-07-10,php,43.342,-0.23736285010302893
2014-07-11,php,43.28,-0.14315072519131
2014-07-14,php,43.503,0.5139266695641798
2014-07-15,php,43.521,0.04136789910069716
2014-07-16,php,NA,NA
2014-07-17,php,43.595,NA
2014-07-18,php,43.554,-0.09409173490197986
2014-07-21,php,43.595,0.09409173490197986
2014-07-22,php,43.449,-0.33546283929495324
2014-07-23,php,43.359,-0.2073542352014179
2014-07-24,php,43.288,-0.16388337943809006
2014-07-25,php,43.297,0.02078882030933648
2014-07-28,php,43.334,0.08541977409883827
2014-07-29,php,NA,NA
2014-07-30,php,43.304,NA
2014-07-31,php,43.421,0.26981855516168274
2014-08-01,php,43.465,0.10128214847338056
2014-08-04,php,43.727,0.6009743750675867
2014-08-05,php,43.703,-0.05490106508707626
2014-08-06,php,43.569,-0.307086133705603
2014-08-07,php,43.722,0.3505519622423403
2014-08-08,php,43.946,0.5110199558874928
2014-08-11,php,44.175,0.5197410730684915
2014-08-12,php,43.926,-0.5652618313199298
2014-08-13,php,43.877,-0.11161350998674102
2014-08-14,php,43.944,0.1525831247626286
2014-08-15,php,43.755,-0.4310204052524913
2014-08-18,php,43.671,-0.19216257371610368
2014-08-19,php,43.687,0.03663087565857204
2014-08-20,php,43.687,0
2014-08-21,php,NA,NA
2014-08-22,php,43.783,NA
2014-08-25,php,NA,NA
2014-08-26,php,43.809,NA
2014-08-27,php,43.795,-0.03196201113913055
2014-08-28,php,43.69,-0.24004126517080948
2014-08-29,php,43.648,-0.0961780742347429
2014-09-02,php,43.556,-0.2109995737182402
2014-09-03,php,43.577,0.04820217462175869
2014-09-04,php,43.653,0.1742520216219123
2014-09-05,php,43.566,-0.19949788200865903
2014-09-08,php,43.674,0.2475929738011029
2014-09-09,php,43.562,-0.25677486711397357
2014-09-10,php,43.712,0.34374532552887693
2014-09-11,php,43.878,0.3790391568544216
2014-09-12,php,43.898,0.04557054398950377
2014-09-15,php,43.967,0.15705915707928675
2014-09-16,php,44.096,0.29297228636364636
2014-09-17,php,44.236,0.316986182192025
2014-09-18,php,44.157,-0.17874723345543408
2014-09-19,php,NA,NA
2014-09-22,php,44.511,NA
2014-09-23,php,44.455,-0.12589080636642436
2014-09-24,php,44.553,0.22020501438158036
2014-09-25,php,44.5,-0.11903025447232984
2014-09-26,php,44.596,0.2154979733130169
2014-09-29,php,44.805,0.467557143085795
2014-09-30,php,44.966,0.3586908302628089
2014-10-01,php,44.882,-0.18698251374260624
2014-10-02,php,44.966,0.18698251374260624
2014-10-03,php,44.757,-0.46587915699900506
2014-10-06,php,NA,NA
2014-10-07,php,44.773,NA
2014-10-08,php,44.698,-0.16765212765483817
2014-10-09,php,44.767,0.15425029605111718
2014-10-10,php,44.624,-0.31994299646087576
2014-10-14,php,44.788,0.3668415512817269
2014-10-15,php,44.759,-0.06477045800270531
2014-10-16,php,44.869,0.24545913158684485
2014-10-17,php,44.818,-0.11372886928331384
2014-10-20,php,44.927,0.24291058799201792
2014-10-21,php,44.83,-0.2161392153531061
2014-10-22,php,44.775,-0.12276102205723838
2014-10-23,php,44.779,0.00893315765382318
2014-10-24,php,44.822,0.09598107900830044
2014-10-27,php,44.815,-0.01561855040717041
2014-10-28,php,44.762,-0.11833396113876128
2014-10-29,php,44.781,0.04243771212748548
2014-10-30,php,44.738,-0.09606899832919068
2014-10-31,php,44.876,0.3079878346797571
2014-11-03,php,44.881,0.01114119234193467
2014-11-04,php,44.96,0.17586629792982755
2014-11-05,php,44.957,-0.00667282049247042
2014-11-06,php,44.893,-0.14245967907373647
2014-11-07,php,45.038,0.32246972823744
2014-11-10,php,45.069,0.06880708762482257
2014-11-11,php,44.879,-0.4224669422123295
2014-11-12,php,44.912,0.07350402932537747
2014-11-13,php,44.913,0.00222655162827045
2014-11-14,php,44.873,-0.08910075656856087
2014-11-17,php,44.93,0.12694455119448556
2014-11-18,php,44.887,-0.09575025504133804
2014-11-19,php,44.939,0.11577940865401536
2014-11-20,php,45.054,0.2555755727606357
2014-11-21,php,45.119,0.14416734778288642
2014-11-24,php,44.996,-0.27298468930512243
2014-11-25,php,44.936,-0.1334341700447883
2014-11-26,php,44.96,0.05339503553041247
2014-12-01,php,44.905,-0.12240584625224926
2014-12-02,php,44.915,0.02226675582566173
2014-12-03,php,44.762,-0.3412249483232266
2014-12-04,php,44.741,-0.04692580223086828
2014-12-05,php,44.648,-0.20807936894962076
2014-12-08,php,NA,NA
2014-12-09,php,44.51,NA
2014-12-10,php,44.582,0.161630709097782
2014-12-11,php,44.576,-0.01345925213458443
2014-12-12,php,44.577,0.00224333449247993
2014-12-15,php,44.56,-0.03814353232911571
2014-12-16,php,44.632,0.16144949241985174
2014-12-17,php,44.802,0.3801690738392427
2014-12-18,php,44.711,-0.2033224924860466
2014-12-19,php,44.749,0.08495417457066168
2014-12-22,php,44.753,0.00893834775235191
2014-12-23,php,44.652,-0.22593824275034535
2014-12-24,php,NA,NA
2014-12-29,php,44.617,NA
2014-12-30,php,NA,NA
2014-12-31,php,NA,NA
2015-01-05,php,44.74,NA
2015-01-06,php,44.971,0.5149881520313038
2015-01-07,php,44.98,0.02001089488730123
2015-01-08,php,45.032,0.11554016305557192
2015-01-09,php,45.064,0.07103534306875936
2015-01-12,php,44.946,-0.2621932398612081
2015-01-13,php,44.864,-0.18260777816760945
2015-01-14,php,44.832,-0.07135212575284378
2015-01-15,php,NA,NA
2015-01-16,php,NA,NA
2015-01-20,php,44.681,NA
2015-01-21,php,44.679,-0.00447627573931797
2015-01-22,php,44.496,-0.4104295080231246
