date,country,fx_lcu_per_usd,fx_return
2006-01-02,idr,9795,NA
2006-01-03,idr,9775,-0.20439455250755856
2006-01-04,idr,9670,-1.0799796406226747
2006-01-05,idr,9650,-0.20703941143072055
2006-01-06,idr,NA,NA
2006-01-09,idr,9460,NA
2006-01-10,idr,NA,NA
2006-01-11,idr,9500,NA
2006-01-12,idr,9385,-1.2179128568021724
2006-01-13,idr,9390,0.05326231816979998
2006-01-16,idr,9370,-0.2132196969840905
2006-01-17,idr,9470,1.0615810947657067
2006-01-18,idr,9495,0.2636437066261266
2006-01-19,idr,9480,-0.1581027997318074
2006-01-20,idr,NA,NA
2006-01-23,idr,9415,NA
2006-01-24,idr,9440,0.26518180482941744
2006-01-25,idr,9465,0.26448045038751644
2006-01-26,idr,9355,-1.168982493523174
2006-01-27,idr,9370,0.16021365242764318
2006-01-30,idr,NA,NA
2006-01-31,idr,NA,NA
2006-02-01,idr,9320,NA
2006-02-02,idr,9335,0.16081482961869398
2006-02-03,idr,9310,-0.26816857047116116
2006-02-06,idr,9280,-0.3227544490865597
2006-02-07,idr,9220,-0.6486509229606696
2006-02-08,idr,9230,0.1084010946257763
2006-02-09,idr,NA,NA
2006-02-10,idr,9200,NA
2006-02-13,idr,9230,0.3255564459765381
2006-02-14,idr,9233,0.03249742757294172
2006-02-15,idr,9215,-0.19514316687025968
2006-02-16,idr,9220,0.05424464467154166
2006-02-17,idr,9225,0.05421523580881882
2006-02-20,idr,9230,0.05418585881695748
2006-02-21,idr,9240,0.1082837138831394
2006-02-22,idr,9265,0.27019740837310735
2006-02-23,idr,9335,0.7526917256363674
2006-02-24,idr,NA,NA
2006-02-27,idr,9270,NA
2006-02-28,idr,9230,-0.4324331063003228
2006-03-01,idr,9170,-0.6521762246386231
2006-03-02,idr,9200,0.326619778662085
2006-03-03,idr,9195,-0.05436259987110503
2006-03-06,idr,9197,0.02174858642760568
2006-03-07,idr,9195,-0.02174858642760568
2006-03-08,idr,9280,0.9201688741825363
2006-03-09,idr,9370,0.9651549452220464
2006-03-10,idr,9305,-0.6961206156116617
2006-03-13,idr,9245,-0.646902525512516
2006-03-14,idr,9210,-0.3793014571872533
2006-03-15,idr,9143,-0.7301291084926831
2006-03-16,idr,9143,0
2006-03-17,idr,9170,0.2948727086085512
2006-03-20,idr,9130,-0.4371591661497476
2006-03-21,idr,9130,0
2006-03-22,idr,9120,-0.10958905206361892
2006-03-23,idr,9090,-0.32948958968539444
2006-03-24,idr,9110,0.21978030824794104
2006-03-27,idr,9095,-0.1647899301779887
2006-03-28,idr,9030,-0.7172444541192036
2006-03-29,idr,9075,0.4971012722020163
2006-03-30,idr,NA,NA
2006-03-31,idr,NA,NA
2006-04-03,idr,9045,NA
2006-04-04,idr,9010,-0.3877047227010877
2006-04-05,idr,8995,-0.16662042177504333
2006-04-06,idr,9000,0.05557099337227811
2006-04-07,idr,9005,0.05554012916988427
2006-04-10,idr,NA,NA
2006-04-11,idr,8990,NA
2006-04-12,idr,8995,0.05560189189672826
2006-04-13,idr,9010,0.16662042177504333
2006-04-14,idr,NA,NA
2006-04-17,idr,8985,NA
2006-04-18,idr,8980,-0.05566379214130279
2006-04-19,idr,8970,-0.111420624340397
2006-04-20,idr,8910,-0.6711434587986176
2006-04-21,idr,8900,-0.11229647446242552
2006-04-24,idr,8845,-0.6198949126344999
2006-04-25,idr,8805,-0.45325856635791695
2006-04-26,idr,8835,0.3401363823488879
2006-04-27,idr,8810,-0.2833665823571252
2006-04-28,idr,8775,-0.39806705961584754
2006-05-01,idr,8785,0.11389522871319002
2006-05-02,idr,8770,-0.1708915254969412
2006-05-03,idr,8767,-0.03421337776430278
2006-05-04,idr,8775,0.09120967454805395
2006-05-05,idr,8785,0.11389522871319002
2006-05-08,idr,8735,-0.5707778053041679
2006-05-09,idr,8760,0.2857961362281003
2006-05-10,idr,8725,-0.4003436859809639
2006-05-11,idr,8740,0.1717721578952336
2006-05-12,idr,8720,-0.22909517465556917
2006-05-15,idr,8895,1.9870083196911636
2006-05-16,idr,9175,3.099307282283448
2006-05-17,idr,9060,-1.2613273885746068
2006-05-18,idr,9230,1.858992845987295
2006-05-19,idr,NA,NA
2006-05-22,idr,9275,NA
2006-05-23,idr,9320,0.484002020400176
2006-05-24,idr,9310,-0.10735374085246718
2006-05-25,idr,NA,NA
2006-05-26,idr,NA,NA
2006-05-29,idr,NA,NA
2006-05-30,idr,NA,NA
2006-05-31,idr,9220,NA
2006-06-01,idr,9260,0.4329011089584611
2006-06-02,idr,9280,0.2157498140022085
2006-06-05,idr,NA,NA
2006-06-06,idr,9300,NA
2006-06-07,idr,9355,0.5896559566842541
2006-06-08,idr,9395,0.4266673139374788
2006-06-09,idr,9445,0.5307868088044287
2006-06-12,idr,9410,-0.37125473561836486
2006-06-13,idr,9440,0.31830265601211494
2006-06-14,idr,9520,0.8438868645864517
2006-06-15,idr,9410,-1.1621895205985666
2006-06-16,idr,9320,-0.9610324899789192
2006-06-19,idr,9345,0.26788122100267486
2006-06-20,idr,9410,0.6931512689762442
2006-06-21,idr,9345,-0.6931512689762442
2006-06-22,idr,9325,-0.2142475377647557
2006-06-23,idr,9405,0.8542497223114509
2006-06-26,idr,9405,0
2006-06-27,idr,9380,-0.2661699734860079
2006-06-28,idr,9355,-0.26688032920798577
2006-06-29,idr,9335,-0.21401827323668243
2006-06-30,idr,9300,-0.3756376834475717
2006-07-03,idr,9165,-1.4622518867541956
2006-07-04,idr,9080,-0.9317688678466496
2006-07-05,idr,9075,-0.05508124622881638
2006-07-06,idr,9150,0.82304991365163
2006-07-07,idr,9070,-0.878161516038567
2006-07-10,idr,9035,-0.3866340082852915
2006-07-11,idr,9030,-0.05535566152978788
2006-07-12,idr,9035,0.05535566152978788
2006-07-13,idr,9090,0.6068984145194634
2006-07-14,idr,9210,1.3114942077828928
2006-07-17,idr,9210,0
2006-07-18,idr,9245,0.3793014571872533
2006-07-19,idr,9235,-0.1082251187884964
2006-07-20,idr,9160,-0.8154434965163659
2006-07-21,idr,9145,-0.16388968432110573
2006-07-24,idr,9170,0.2730004425545829
2006-07-25,idr,9160,-0.10911075823347716
2006-07-26,idr,9130,-0.32804840791627043
2006-07-27,idr,9075,-0.6042314455962483
2006-07-28,idr,9095,0.2201431819171873
2006-07-31,idr,9070,-0.2752547843041242
2006-08-01,idr,9085,0.16524377210895835
2006-08-02,idr,9100,0.16497116746698737
2006-08-03,idr,9130,0.3291281084072395
2006-08-04,idr,9090,-0.43907864174901334
2006-08-07,idr,9060,-0.330578813449911
2006-08-08,idr,9080,0.22050725583149244
2006-08-09,idr,9095,0.1650619356883709
2006-08-10,idr,9075,-0.2201431819171873
2006-08-11,idr,9055,-0.220628881553786
2006-08-14,idr,9090,0.385781685401021
2006-08-15,idr,9100,0.10995053334177383
2006-08-16,idr,9095,-0.05496015527182152
2006-08-17,idr,NA,NA
2006-08-18,idr,NA,NA
2006-08-21,idr,NA,NA
2006-08-22,idr,9075,NA
2006-08-23,idr,9080,0.05508124622881638
2006-08-24,idr,9125,0.4943706855351948
2006-08-25,idr,9120,-0.05480953823138179
2006-08-28,idr,9140,0.21905813798177576
2006-08-29,idr,9110,-0.32876741941922916
2006-08-30,idr,9080,-0.3298518658663596
2006-08-31,idr,9100,0.22002209096019243
2006-09-01,idr,9090,-0.10995053334177383
2006-09-04,idr,NA,NA
2006-09-05,idr,9070,NA
2006-09-06,idr,9090,0.22026440623417187
2006-09-07,idr,9095,0.05499037806995233
2006-09-08,idr,9100,0.05496015527182152
2006-09-11,idr,9135,0.3838776307166114
2006-09-12,idr,9140,0.05471956360878494
2006-09-13,idr,9155,0.16397926604163615
2006-09-14,idr,9110,-0.4927466854608653
2006-09-15,idr,9130,0.2192983335010723
2006-09-18,idr,9125,-0.05477951383223711
2006-09-19,idr,9145,0.21893823742740184
2006-09-20,idr,9180,0.38199227895709953
2006-09-21,idr,9140,-0.4366819166341074
2006-09-22,idr,NA,NA
2006-09-25,idr,9185,NA
2006-09-26,idr,9235,0.5428894984113697
2006-09-27,idr,9195,-0.4340755594919088
2006-09-28,idr,9205,0.10869566287574628
2006-09-29,idr,9235,0.3253798966161625
2006-10-02,idr,9228,-0.07582733396951369
2006-10-03,idr,9195,-0.3582482255223951
2006-10-04,idr,9215,0.21727330655032517
2006-10-05,idr,9210,-0.05427408545717327
2006-10-06,idr,9205,-0.05430355821740562
2006-10-09,idr,9220,0.16282228834612056
2006-10-10,idr,9225,0.05421523580881882
2006-10-11,idr,9220,-0.05421523580881882
2006-10-12,idr,9220,0
2006-10-13,idr,9205,-0.16282228834612056
2006-10-16,idr,9205,0
2006-10-17,idr,9155,-0.5446636558566809
2006-10-18,idr,9164,0.09825864647741156
2006-10-19,idr,9150,-0.15288853038182282
2006-10-20,idr,9160,0.10922993986088868
2006-10-23,idr,NA,NA
2006-10-25,idr,NA,NA
2006-10-26,idr,NA,NA
2006-10-27,idr,NA,NA
2006-10-30,idr,9095,NA
2006-10-31,idr,9110,0.1647899301779887
2006-11-01,idr,9105,-0.05489980922952497
2006-11-02,idr,9110,0.05489980922952497
2006-11-03,idr,9112,0.02195148730148588
2006-11-06,idr,9125,0.1425673323673493
2006-11-07,idr,9130,0.05477951383223711
2006-11-08,idr,9110,-0.2192983335010723
2006-11-09,idr,9120,0.1097092814374534
2006-11-10,idr,9115,-0.05483959556151774
2006-11-13,idr,9120,0.05483959556151774
2006-11-14,idr,9128,0.08768084735333304
2006-11-15,idr,9125,-0.03287130912195124
2006-11-16,idr,9175,0.5464494472079195
2006-11-17,idr,9165,-0.10905126489646476
2006-11-20,idr,9150,-0.16380020042383592
2006-11-21,idr,9145,-0.05465974446021704
2006-11-22,idr,9143,-0.0218722660539683
2006-11-27,idr,9133,-0.10943314727462904
2006-11-28,idr,9170,0.40430585588318024
2006-11-29,idr,9155,-0.1637108141899546
2006-11-30,idr,9165,0.10917031651942466
2006-12-01,idr,9140,-0.2731495825610608
2006-12-04,idr,9165,0.2731495825610608
2006-12-05,idr,9145,-0.21845994488405296
2006-12-06,idr,9105,-0.438356866325762
2006-12-07,idr,9100,-0.05492996567664221
2006-12-08,idr,9065,-0.3853569315989347
2006-12-11,idr,9095,0.3303967763271132
2006-12-12,idr,9075,-0.2201431819171873
2006-12-13,idr,9065,-0.11025359440992588
2006-12-14,idr,9075,0.11025359440992588
2006-12-15,idr,9074,-0.01101989091427668
2006-12-18,idr,9075,0.01101989091427668
2006-12-19,idr,9100,0.2751033371890088
2006-12-20,idr,9110,0.1098297749061672
2006-12-21,idr,9095,-0.1647899301779887
2006-12-22,idr,9079,-0.17607575804667874
2006-12-26,idr,9073,-0.06610842021270713
2006-12-27,idr,NA,NA
2006-12-28,idr,9025,NA
2006-12-29,idr,9020,-0.05541701444116143
2007-01-03,idr,8965,-0.6116227017436415
2007-01-04,idr,8980,0.16717752570123423
2007-01-05,idr,9005,0.2780096313809821
2007-01-08,idr,9030,0.27723888009756337
2007-01-09,idr,9015,-0.1662510773613235
2007-01-10,idr,9060,0.4979263399606637
2007-01-11,idr,9058,-0.02207749208658072
2007-01-12,idr,9135,0.846484469594877
2007-01-15,idr,NA,NA
2007-01-16,idr,9105,NA
2007-01-17,idr,9080,-0.27495205663683464
2007-01-18,idr,9095,0.1650619356883709
2007-01-19,idr,9085,-0.11001101219516583
2007-01-22,idr,9070,-0.16524377210895835
2007-01-23,idr,9105,0.38514490525258793
2007-01-24,idr,9080,-0.27495205663683464
2007-01-25,idr,9085,0.05505092349320506
2007-01-26,idr,9115,0.3296706282490902
2007-01-29,idr,9130,0.16442864762513665
2007-01-30,idr,9115,-0.16442864762513665
2007-01-31,idr,9090,-0.2746499941238767
2007-02-01,idr,9080,-0.11007155761841858
2007-02-02,idr,9070,-0.11019284861575328
2007-02-05,idr,9085,0.16524377210895835
2007-02-06,idr,9055,-0.33076105127580746
2007-02-07,idr,9045,-0.110497248811825
2007-02-08,idr,9055,0.110497248811825
2007-02-09,idr,9052,-0.03313635640864731
2007-02-12,idr,NA,NA
2007-02-13,idr,9065,NA
2007-02-14,idr,9063,-0.02206531341713002
2007-02-15,idr,9050,-0.14354333608093128
2007-02-16,idr,9045,-0.05526388645762381
2007-02-19,idr,9055,0.110497248811825
2007-02-20,idr,9064,0.09934323903291188
2007-02-21,idr,9067,0.0330924938213073
2007-02-22,idr,9075,0.08819314869956685
2007-02-23,idr,9085,0.11013216972202144
2007-02-26,idr,9065,-0.22038576413194733
2007-02-27,idr,9070,0.05514199202298897
2007-02-28,idr,9160,0.98739145589945565
2007-03-01,idr,9130,-0.32804840791627043
2007-03-02,idr,9170,0.4371591661497476
2007-03-05,idr,9200,0.326619778662085
2007-03-06,idr,9205,0.05433306300464125
2007-03-07,idr,9195,-0.10869566287574628
2007-03-08,idr,9210,0.1629992210931519
2007-03-09,idr,9175,-0.38074563265819705
2007-03-12,idr,9170,-0.05451076722593484
2007-03-13,idr,9190,0.21786500992213576
2007-03-14,idr,9225,0.3801253558995299
2007-03-15,idr,9210,-0.16273396593753375
2007-03-16,idr,9220,0.10851873012871494
2007-03-19,idr,NA,NA
2007-03-20,idr,9185,NA
2007-03-21,idr,9130,-0.6006024060212667
2007-03-22,idr,9100,-0.3291281084072395
2007-03-23,idr,9115,0.16469946078210285
2007-03-26,idr,9105,-0.10976949510546063
2007-03-27,idr,9110,0.05489980922952497
2007-03-28,idr,9135,0.2740478558104442
2007-03-29,idr,9145,0.1094092012857928
2007-03-30,idr,9118,-0.2956800051578057
2007-04-02,idr,9110,-0.08777705193843133
2007-04-03,idr,9120,0.1097092814374534
2007-04-04,idr,9105,-0.16460909066697835
2007-04-05,idr,9110,0.05489980922952497
2007-04-06,idr,NA,NA
2007-04-09,idr,9095,NA
2007-04-10,idr,9097,0.02198768698384867
2007-04-11,idr,9110,0.14280224319414003
2007-04-12,idr,9100,-0.1098297749061672
2007-04-13,idr,9110,0.1098297749061672
2007-04-16,idr,9098,-0.13181021240544766
2007-04-17,idr,9091,-0.07696960080902926
2007-04-18,idr,9085,-0.06602112915867764
2007-04-19,idr,9090,0.05502063412521352
2007-04-20,idr,9097,0.076978065053801
2007-04-23,idr,9096,-0.01099323916893269
2007-04-24,idr,9094,-0.02199010454173589
2007-04-25,idr,9090,-0.04399472134313242
2007-04-26,idr,9080,-0.11007155761841858
2007-04-27,idr,9090,0.11007155761841858
2007-04-30,idr,9083,-0.07703736693098762
2007-05-01,idr,9083,0
2007-05-02,idr,9080,-0.03303419068743096
2007-05-03,idr,9074,-0.06610113714309307
2007-05-04,idr,9011,-0.6967127988870558
2007-05-07,idr,8875,-1.5207717891421169
2007-05-08,idr,8894,0.21385567270240105
2007-05-09,idr,8917,0.2582675064237705
2007-05-10,idr,8764,-1.7307145419522385
2007-05-11,idr,8826,0.7049489114136165
2007-05-14,idr,8778,-0.5453319581313565
2007-05-15,idr,8803,0.2843981212727442
2007-05-16,idr,8822,0.21560292039790596
2007-05-17,idr,NA,NA
2007-05-18,idr,NA,NA
2007-05-21,idr,8791,NA
2007-05-22,idr,8692,-1.1325408474858634
2007-05-23,idr,8672,-0.23036176968922464
2007-05-24,idr,8730,0.6665925154219821
2007-05-25,idr,8807,0.8781489971811496
2007-05-29,idr,8764,-0.4894438090103037
2007-05-30,idr,8815,0.5802394116614096
2007-05-31,idr,8828,0.14736725446571342
2007-06-01,idr,NA,NA
2007-06-04,idr,8779,NA
2007-06-05,idr,8779,0
2007-06-06,idr,8856,0.8732689462263465
2007-06-07,idr,8929,0.8209211128743732
2007-06-08,idr,9034,1.16908306973329
2007-06-11,idr,9028,-0.06643782771220685
2007-06-12,idr,9031,0.03322443133715325
2007-06-13,idr,9083,0.5741431251415463
2007-06-14,idr,9034,-0.5409297287664927
2007-06-15,idr,9056,0.2432284228415682
2007-06-18,idr,8976,-0.8873172680486263
2007-06-19,idr,8886,-1.0077344266624877
2007-06-20,idr,8902,0.17989660799457852
2007-06-21,idr,8986,0.9391840054306044
2007-06-22,idr,9003,0.18900444783707115
2007-06-25,idr,9023,0.22190178860252985
2007-06-26,idr,9039,0.17716758039103553
2007-06-27,idr,9114,0.8263144025416835
2007-06-28,idr,9081,-0.362737413400005
2007-06-29,idr,9054,-0.2977669693924767
2007-07-02,idr,9019,-0.3873185830196135
2007-07-03,idr,8990,-0.3220614700040869
2007-07-04,idr,9030,0.443951894536454
2007-07-05,idr,9000,-0.33277900926744763
2007-07-06,idr,9028,0.3106281619070117
2007-07-09,idr,9027,-0.01107726392728381
2007-07-10,idr,8996,-0.3440052218948608
2007-07-11,idr,9015,0.21098225582125707
2007-07-12,idr,9025,0.11086475636634674
2007-07-13,idr,9020,-0.05541701444116143
2007-07-16,idr,9032,0.13294927728288997
2007-07-17,idr,9050,0.1990930864472773
2007-07-18,idr,9087,0.40800630013748673
2007-07-19,idr,9110,0.25278905586567646
2007-07-20,idr,9072,-0.41799642864699393
2007-07-23,idr,9093,0.23121397583789616
2007-07-24,idr,9066,-0.2973734225117042
2007-07-25,idr,9084,0.19834717246531852
2007-07-26,idr,9108,0.2638523958180983
2007-07-27,idr,9200,1.00503358535029
2007-07-30,idr,9239,0.4230170633613639
2007-07-31,idr,9186,-0.5753068785006477
2007-08-01,idr,9239,0.5753068785006477
2007-08-02,idr,9303,0.6903274097812329
2007-08-03,idr,9277,-0.2798710115285985
2007-08-06,idr,9332,0.5911135488048558
2007-08-07,idr,9308,-0.25751087191387967
2007-08-08,idr,9337,0.31107560617442687
2007-08-09,idr,9271,-0.7093752876944137
2007-08-10,idr,9345,0.7950192282681456
2007-08-13,idr,9348,0.03209757690854076
2007-08-14,idr,9350,0.02139266239833404
2007-08-15,idr,9398,0.5120557380028146
2007-08-16,idr,9479,0.8581924790281192
2007-08-17,idr,NA,NA
2007-08-20,idr,9427,NA
2007-08-21,idr,9433,0.06362672537036929
2007-08-22,idr,9440,0.07418004896937447
2007-08-23,idr,9358,-0.8724387713385795
2007-08-24,idr,9405,0.5009870308969155
2007-08-27,idr,9375,-0.31948908965198086
2007-08-28,idr,9405,0.31948908965198086
2007-08-29,idr,9423,0.19120464716255725
2007-08-30,idr,9404,-0.20183785467953183
2007-08-31,idr,9410,0.06378229194652363
2007-09-03,idr,9388,-0.23406756085115887
2007-09-04,idr,9398,0.106462269184604
2007-09-05,idr,9391,-0.07451168581464884
2007-09-06,idr,9419,0.2977142018202983
2007-09-07,idr,9398,-0.22320251600564944
2007-09-10,idr,9418,0.21258511407395983
2007-09-11,idr,9438,0.2121341482832051
2007-09-12,idr,9417,-0.22275267762683623
2007-09-13,idr,9409,-0.08498885032981462
2007-09-14,idr,9388,-0.2234400035851181
2007-09-17,idr,9379,-0.09591304619753772
2007-09-18,idr,9392,0.1385115558939276
2007-09-19,idr,9282,-1.178122226675704
2007-09-20,idr,9177,-1.1376686982108808
2007-09-21,idr,9183,0.0653594794510326
2007-09-24,idr,9137,-0.5021844614901738
2007-09-25,idr,9165,0.3059777275185027
2007-09-26,idr,9142,-0.25127013821162336
2007-09-27,idr,9140,-0.02187944434943745
2007-09-28,idr,9137,-0.03282814495744191
2007-10-01,idr,9101,-0.3947806421265909
2007-10-02,idr,9072,-0.31915506098219026
2007-10-03,idr,9112,0.4399479159484798
2007-10-04,idr,9134,0.2411488617926949
2007-10-05,idr,9109,-0.27407790001348076
2007-10-08,idr,9045,-0.705081691541487
2007-10-09,idr,9096,0.5622637600977143
2007-10-10,idr,9063,-0.3634565375591592
2007-10-11,idr,9071,0.08823205601640183
2007-10-12,idr,NA,NA
2007-10-15,idr,NA,NA
2007-10-16,idr,NA,NA
2007-10-17,idr,NA,NA
2007-10-18,idr,NA,NA
2007-10-19,idr,NA,NA
2007-10-22,idr,9117,NA
2007-10-23,idr,9136,0.2081850310888811
2007-10-24,idr,9133,-0.0328425204111582
2007-10-25,idr,9171,0.41521038672645005
2007-10-26,idr,9144,-0.29484050842967235
2007-10-29,idr,9099,-0.49334091179567
2007-10-30,idr,9114,0.1647175467137885
2007-10-31,idr,9103,-0.12076633185404972
2007-11-01,idr,9078,-0.27501254888768756
2007-11-02,idr,9136,0.6368748879379993
2007-11-05,idr,9142,0.06565269958986875
2007-11-06,idr,9178,0.3930136063088341
2007-11-07,idr,9110,-0.7436604700775007
2007-11-08,idr,9160,0.5473467414173427
2007-11-09,idr,9120,-0.43763745997988934
2007-11-12,idr,9167,0.5140274893397745
2007-11-13,idr,9178,0.1199236993002728
2007-11-14,idr,9173,-0.05449294451231878
2007-11-15,idr,9263,0.976358374437325
2007-11-16,idr,9359,1.0310476903228505
2007-11-19,idr,9288,-0.761520277952954
2007-11-20,idr,9385,1.03894256428827
2007-11-21,idr,9372,-0.13861493929230306
2007-11-22,idr,9405,0.35149421074436304
2007-11-23,idr,9380,-0.2661699734860079
2007-11-26,idr,9367,-0.13868887911403505
2007-11-27,idr,9397,0.319761517393502
2007-11-28,idr,9401,0.0425577195485971
2007-11-29,idr,9379,-0.23429190696120372
2007-11-30,idr,9376,-0.03199146921453177
2007-12-03,idr,9359,-0.1814785659536966
2007-12-04,idr,9335,-0.25676701814330016
2007-12-05,idr,9287,-0.5155204199814634
2007-12-06,idr,9240,-0.5073687140280114
2007-12-07,idr,9263,0.2486084618299245
2007-12-10,idr,9272,0.097113576555862835
2007-12-11,idr,9277,0.05391126336853347
2007-12-12,idr,9308,0.3336026768909761
2007-12-13,idr,9309,0.01074286943083535
2007-12-14,idr,9335,0.27891028593334255
2007-12-17,idr,9369,0.3635589975363729
2007-12-18,idr,9434,0.6913817893019925
2007-12-19,idr,9390,-0.4674891641899493
2007-12-20,idr,NA,NA
2007-12-21,idr,NA,NA
2007-12-24,idr,NA,NA
2007-12-26,idr,NA,NA
2007-12-27,idr,9407,NA
2007-12-28,idr,9419,0.12748328508660478
2007-12-31,idr,NA,NA
2008-01-02,idr,9370,NA
2008-01-03,idr,9413,0.4578616314752537
2008-01-04,idr,9424,0.1167914344147647
2008-01-07,idr,9454,0.31783054618141904
2008-01-08,idr,9455,0.01057697393758161
2008-01-09,idr,9465,0.10570825508651184
2008-01-10,idr,NA,NA
2008-01-11,idr,NA,NA
2008-01-14,idr,9427,NA
2008-01-15,idr,9431,0.04242231477356029
2008-01-16,idr,9441,0.10597711886308758
2008-01-17,idr,9445,0.04235942030934581
2008-01-18,idr,9477,0.33823095345848486
2008-01-21,idr,9453,-0.25356590448097904
2008-01-22,idr,9486,0.348487601214309
2008-01-23,idr,9403,-0.8788240160450655
2008-01-24,idr,9365,-0.40494513988882375
2008-01-25,idr,9343,-0.23519360852333193
2008-01-28,idr,9347,0.04280363896285166
2008-01-29,idr,9333,-0.14989296168366195
2008-01-30,idr,9304,-0.3112091367247771
2008-01-31,idr,9291,-0.13982255571871605
2008-02-01,idr,9223,-0.7345825405593587
2008-02-04,idr,9230,0.07586842611786437
2008-02-05,idr,9227,-0.0325079918342297
2008-02-06,idr,9244,0.18407238157163164
2008-02-07,idr,NA,NA
2008-02-08,idr,9238,NA
2008-02-11,idr,9241,0.03246928974895979
2008-02-12,idr,9264,0.24858159247358455
2008-02-13,idr,9269,0.05395780630568225
2008-02-14,idr,9259,-0.10794474277862064
2008-02-15,idr,9186,-0.7915465562307489
2008-02-18,idr,9137,-0.5348481887118339
2008-02-19,idr,9139,0.02188662735811419
2008-02-20,idr,9174,0.38224258849144377
2008-02-21,idr,9169,-0.05451671072158604
2008-02-22,idr,9175,0.06541648728699556
2008-02-25,idr,9176,0.01089858864364856
2008-02-26,idr,9076,-1.0957812909474285
2008-02-27,idr,9067,-0.09921182536771768
2008-02-28,idr,9078,0.12124553703554142
2008-02-29,idr,9051,-0.29786551892403423
2008-03-03,idr,9107,0.6168099740648358
2008-03-04,idr,9096,-0.1208592137446729
2008-03-05,idr,9072,-0.2642009462839212
2008-03-06,idr,9077,0.0550994559093354
2008-03-07,idr,NA,NA
2008-03-10,idr,9108,NA
2008-03-11,idr,9237,1.4064009408981448
2008-03-12,idr,9153,-0.9135463207831762
2008-03-13,idr,9220,0.7293343165860833
2008-03-14,idr,9253,0.3572785698390035
2008-03-17,idr,9325,0.7751142262986122
2008-03-18,idr,9262,-0.6778957471318847
2008-03-19,idr,9196,-0.7151401157624804
2008-03-20,idr,NA,NA
2008-03-21,idr,NA,NA
2008-03-24,idr,9188,NA
2008-03-25,idr,9186,-0.02176989232491877
2008-03-26,idr,9194,0.08705114804339331
2008-03-27,idr,9210,0.1738752883179373
2008-03-28,idr,9228,0.1952490044292432
2008-03-31,idr,9217,-0.11927352999805407
2008-04-01,idr,9199,-0.19548225165078037
2008-04-02,idr,9179,-0.21765162580660305
2008-04-03,idr,9218,0.4239828061363582
2008-04-04,idr,9227,0.0975874298100976
2008-04-07,idr,9218,-0.0975874298100976
2008-04-08,idr,9213,-0.05425641715230966
2008-04-09,idr,9214,0.01085363869304245
2008-04-10,idr,9209,-0.05427997744948953
2008-04-11,idr,9191,-0.19565223632564965
2008-04-14,idr,9197,0.06525995445869626
2008-04-15,idr,9195,-0.02174858642760568
2008-04-16,idr,9207,0.1304206249423956
2008-04-17,idr,9196,-0.11954574047727816
2008-04-18,idr,9193,-0.03262820193175031
2008-04-21,idr,9194,0.01087725024184749
2008-04-22,idr,9191,-0.03263530080630517
2008-04-23,idr,9201,0.10874294242508852
2008-04-24,idr,9218,0.18459204980931787
2008-04-25,idr,9223,0.05422699552646293
2008-04-28,idr,9239,0.17332904350269018
2008-04-29,idr,9234,-0.05413306038111187
2008-04-30,idr,9234,0
2008-05-02,idr,9232,-0.02166143190542868
2008-05-05,idr,9236,0.0433181726505083
2008-05-06,idr,9227,-0.09749228958302324
2008-05-07,idr,9229,0.02167316870220759
2008-05-08,idr,9261,0.34613339046920544
2008-05-09,idr,9254,-0.0756143703323886
2008-05-12,idr,9263,0.09720797870826914
2008-05-13,idr,9258,-0.05399276628121896
2008-05-14,idr,9285,0.29121521955897123
2008-05-15,idr,9314,0.31184497555170054
2008-05-16,idr,9305,-0.0966754465972386
2008-05-19,idr,9296,-0.09676899846571274
2008-05-20,idr,NA,NA
2008-05-21,idr,9311,NA
2008-05-22,idr,9315,0.04295071471602796
2008-05-23,idr,9340,0.2680248187198586
2008-05-26,idr,9342,0.02141098391650331
2008-05-27,idr,9376,0.3632870754740836
2008-05-28,idr,9322,-0.5776034884107162
2008-05-29,idr,9332,0.10721562086342118
2008-05-30,idr,9318,-0.15013407645785293
2008-06-02,idr,9310,-0.08589221056301
2008-06-03,idr,9313,0.03221822505459215
2008-06-04,idr,9316,0.03220784825739287
2008-06-05,idr,9323,0.07511132924609143
2008-06-06,idr,9328,0.05361642935799438
2008-06-09,idr,9354,0.2783429695558226
2008-06-10,idr,9336,-0.19261643194390388
2008-06-11,idr,9325,-0.1178929454376032
2008-06-12,idr,9327,0.0214454214846782
2008-06-13,idr,9316,-0.11800677226307954
2008-06-16,idr,9326,0.10728463640337084
2008-06-17,idr,9317,-0.09655099178402791
2008-06-18,idr,9285,-0.3440493663619648
2008-06-19,idr,9290,0.05383580210782668
2008-06-20,idr,9287,-0.03229800318749198
2008-06-23,idr,9265,-0.23717130565490407
2008-06-24,idr,9272,0.07552463001267995
2008-06-25,idr,9254,-0.19432155526413197
2008-06-26,idr,9228,-0.28135501733004276
2008-06-27,idr,NA,NA
2008-06-30,idr,9225,NA
2008-07-01,idr,9215,-0.10845988048036048
2008-07-02,idr,9230,0.16264573929731796
2008-07-03,idr,9217,-0.1409443503233021
2008-07-04,idr,9219,0.02169668049294415
2008-07-07,idr,9209,-0.1085305077227261
2008-07-08,idr,9203,-0.06517488825092954
2008-07-09,idr,9192,-0.11959773102656612
2008-07-10,idr,9172,-0.21781755507959133
2008-07-11,idr,9163,-0.0981729012583088
2008-07-14,idr,9155,-0.08734578566009787
