date,idr,myr,php,sgd,thb
2011-03-15,NA,3.054,43.645,1.2751,30.42
2011-03-16,8780,3.0585,43.719,1.2787,30.443
2011-03-17,8793,3.064,43.798,1.2823,30.343
2011-03-18,8773,3.044,43.948,1.2728,30.313
2011-03-21,8751,3.0387,43.737,1.2697,30.286
2011-03-22,8710,3.0345,43.58,1.2664,30.239
2011-03-23,8721,3.0281,43.374,1.2648,30.262
2011-03-24,8722,3.03,43.459,1.2644,30.305
2011-03-25,8708,3.026,43.423,1.261,30.239
2011-03-28,8718,3.0265,43.332,1.2629,30.283
2011-03-29,8712,3.029,43.388,1.2635,30.326
2011-03-30,8715,3.0267,NA,1.2636,30.343
2011-03-31,8709,3.0259,43.432,1.2617,30.295
2011-04-01,8699,3.0274,43.408,1.2616,NA
2011-04-04,8676,3.0259,43.445,1.2605,30.242
2011-04-05,8671,3.0274,NA,1.2613,30.217
2011-04-06,8651,3.0255,43.381,1.2606,NA
2011-04-07,8654,3.0269,NA,1.2605,30.132
2011-04-08,8656,3.0227,43.112,1.2574,30.047
2011-04-11,8641,3.02,43.025,1.256,30.057
2011-04-12,8666,3.0305,43.061,1.2604,30.177
2011-04-13,8672,3.0295,43.237,1.2581,NA
2011-04-14,8661,3.0225,43.272,1.2492,NA
2011-04-15,8661,3.0205,43.287,1.2445,NA
2011-04-18,8670,3.023,43.206,1.2443,30.123
2011-04-19,8686,3.029,43.294,1.2497,30.119
2011-04-20,8657,3.0162,43.366,1.2408,30.014
2011-04-21,8629,3.0095,NA,1.2369,29.913
2011-04-22,NA,3.006,NA,NA,29.929
2011-04-25,8628,2.996,43.228,1.2355,29.933
2011-04-26,8656,2.995,43.199,1.2371,29.993
2011-04-27,8625,2.9788,43.288,1.2309,29.93
2011-04-28,8593,2.9615,43.201,1.226,29.881
2011-04-29,8574,2.9735,42.9,1.2277,29.936
2011-05-02,8551,NA,42.863,NA,NA
2011-05-03,8554,2.97,42.69,1.2259,29.922
2011-05-04,8559,2.98,42.808,1.2302,30.051
2011-05-05,8566,2.9875,42.963,1.231,NA
2011-05-06,8577,3.0005,42.933,1.235,30.194
2011-05-09,8548,2.983,43.1,1.2308,30.191
2011-05-10,8553,2.9909,42.949,1.2332,30.188
2011-05-11,8546,2.9815,42.978,1.2303,30.062
2011-05-12,8536,2.9975,42.861,1.2362,30.219
2011-05-13,8555,3.0115,NA,1.2437,30.241
2011-05-16,8555,NA,43.187,1.2497,NA
2011-05-17,NA,3.033,43.366,NA,NA
2011-05-18,8553,3.0314,43.339,1.2415,30.244
2011-05-19,8544,3.023,43.198,1.2378,30.228
2011-05-20,8535,3.0147,43.142,1.2358,30.269
2011-05-23,8561,3.0455,43.133,1.2446,30.383
2011-05-24,8568,3.054,43.349,1.2473,30.399
2011-05-25,8584,3.0605,43.424,1.2489,30.449
2011-05-26,8576,3.044,43.506,1.244,30.394
2011-05-27,8565,3.0215,43.436,1.2361,30.36
2011-05-31,8537,3.0115,43.291,1.2328,30.301
2011-06-01,8540,3.0085,43.245,1.2303,30.286
2011-06-02,NA,3.0275,43.194,1.2383,30.309
2011-06-03,8537,3.0143,43.199,1.2327,30.319
2011-06-06,8506,2.9975,43.208,1.2287,30.266
2011-06-07,8529,3.0115,43.162,1.2314,30.3
2011-06-08,8521,3.0125,43.235,1.2303,30.315
2011-06-09,8523,3.0195,43.209,1.2314,30.431
2011-06-10,8518,3.0175,43.269,1.2302,30.4
2011-06-13,8531,3.0475,43.271,1.2384,30.454
2011-06-14,8538,3.0275,43.366,1.2327,30.459
2011-06-15,8535,3.0315,43.359,1.2324,30.465
2011-06-16,8584,3.0435,43.381,1.2387,30.608
2011-06-17,8595,3.047,43.493,1.2381,30.602
2011-06-20,8578,3.0388,NA,1.2368,30.569
2011-06-21,8603,3.037,43.606,1.2364,30.554
2011-06-22,8600,3.0305,43.555,1.2335,30.472
2011-06-23,8601,3.0355,43.383,1.2353,30.502
2011-06-24,8602,3.037,NA,1.2353,30.648
2011-06-27,8619,3.0575,43.422,1.2423,30.833
2011-06-28,8623,3.0525,43.582,1.2422,30.948
2011-06-29,8623,3.0395,43.56,1.2385,30.896
2011-06-30,8597,3.0205,43.494,1.2292,30.745
2011-07-01,8563,3.0152,43.364,1.2282,NA
2011-07-05,8540,3.0085,NA,NA,30.481
2011-07-06,8532,3.005,43.093,1.2266,30.476
2011-07-07,8535,3.0105,NA,1.2263,30.344
2011-07-08,8524,2.997,42.832,1.2224,30.242
2011-07-11,8522,3.0045,42.76,1.2214,30.295
2011-07-12,8549,3.0295,42.884,1.2282,30.423
2011-07-13,8562,3.0225,43.128,1.2245,30.266
2011-07-14,8538,3.0072,43.072,1.2178,30.122
2011-07-15,8537,3.0035,42.904,1.2168,NA
2011-07-18,8555,3.0145,42.912,1.2196,30.101
2011-07-19,8558,3.0119,43.066,1.2169,29.941
2011-07-20,8540,3.0015,42.915,1.2149,29.878
2011-07-21,8539,2.9935,42.754,1.2135,29.877
2011-07-22,8527,2.9835,42.609,1.2105,29.837
2011-07-25,8528,2.9765,42.428,1.2089,29.795
2011-07-26,8521,2.9613,42.42,1.2048,29.695
2011-07-27,8489,2.9385,42.319,1.2009,29.702
2011-07-28,8509,2.954,42.118,1.2036,29.722
2011-07-29,8508,2.9555,42.227,1.2041,29.74
2011-08-01,8481,2.9395,42.192,1.2015,29.729
2011-08-02,8460,2.952,41.955,1.2035,29.74
2011-08-03,8487,2.9743,42.067,1.2087,29.804
2011-08-04,8483,2.974,42.32,1.2081,29.782
2011-08-05,8538,3.0105,42.269,1.2218,29.941
2011-08-08,8533,3.0125,42.611,1.217,29.794
2011-08-09,8555,3.036,42.535,NA,29.976
2011-08-10,8530,3.0115,42.629,1.2113,29.837
2011-08-11,8545,3.0125,42.473,1.2146,29.911
2011-08-12,8541,2.9966,42.501,1.213,NA
2011-08-15,8541,2.9845,42.6,1.207,29.884
2011-08-16,8526,2.9707,42.453,1.2025,29.845
2011-08-17,NA,2.9796,42.337,1.205,29.88
2011-08-18,8533,2.9765,42.457,1.2066,29.886
2011-08-19,8558,2.984,42.491,1.2132,29.879
2011-08-22,8552,2.9755,42.607,1.2104,29.833
2011-08-23,8544,2.972,42.556,1.2069,29.84
2011-08-24,8546,2.9725,42.368,1.2054,29.902
2011-08-25,8577,2.9855,42.384,1.2086,29.96
2011-08-26,8578,2.9905,42.527,1.2068,29.999
2011-08-29,NA,2.9803,NA,1.2076,29.988
2011-08-30,NA,NA,NA,NA,30.011
2011-08-31,NA,NA,42.507,1.2046,30.017
2011-09-01,NA,NA,42.344,1.2032,29.952
2011-09-02,NA,2.97,42.215,1.2047,29.953
2011-09-06,8573,2.9875,42.226,1.2086,29.922
2011-09-07,8574,2.985,42.286,1.2084,29.963
2011-09-08,8571,2.988,NA,1.2096,30.021
2011-09-09,8571,2.9965,42.327,1.2155,30.045
2011-09-12,8603,3.0245,NA,1.2328,30.128
2011-09-13,8622,3.046,42.732,1.2338,30.164
2011-09-14,8730,3.0825,42.816,1.2492,30.237
2011-09-15,8759,3.0905,43.208,1.2462,30.277
2011-09-16,8772,NA,43.311,1.2396,30.353
2011-09-19,8805,3.1065,43.325,1.2583,30.449
2011-09-20,8980,3.139,43.428,1.2697,30.623
2011-09-21,8875,3.1095,43.624,1.2607,30.412
2011-09-22,8988,3.1495,43.472,1.2874,30.685
2011-09-23,8735,3.1795,43.723,1.2999,30.823
2011-09-26,8975,3.1885,43.843,1.3044,31.1894
2011-09-27,8915,3.1538,NA,1.2885,30.993
2011-09-28,8975,3.1645,43.782,1.2908,30.988
2011-09-29,8925,3.1848,43.514,1.2957,31.193
2011-09-30,8823,3.191,43.636,1.3003,31.154
2011-10-03,8925,3.2095,43.799,1.314,31.287
2011-10-04,8960,3.2115,43.961,1.3166,31.179
2011-10-05,8940,3.1895,44.103,1.3078,31.146
2011-10-06,8925,3.185,43.955,1.3043,31.12
2011-10-07,8968,3.1585,43.723,1.2943,NA
2011-10-11,8940,3.1205,43.421,1.2792,30.893
2011-10-12,8945,3.1561,NA,1.2878,30.978
2011-10-13,8910,3.1295,43.535,1.2763,30.82
2011-10-14,8893,3.1395,43.298,1.2722,30.841
2011-10-17,8845,3.1206,43.436,1.2656,30.679
2011-10-18,8860,3.1165,43.194,1.2672,30.704
2011-10-19,8855,3.108,43.193,1.2642,30.644
2011-10-20,8840,3.128,43.188,1.2701,30.948
2011-10-21,8868,3.158,43.264,1.2808,31.064
2011-10-24,8883,3.1288,43.431,1.271,31.064
2011-10-25,8865,3.1267,43.285,1.262,30.837
2011-10-26,8870,NA,43.167,NA,30.829
2011-10-27,8890,3.1315,43.217,1.2641,30.741
2011-10-28,8828,3.0735,43.028,1.2444,30.53
2011-10-31,8835,3.0735,NA,1.2502,30.705
2011-11-01,8893,3.0965,NA,1.2587,30.825
2011-11-02,8975,3.1275,42.608,1.2731,30.839
2011-11-03,8983,3.147,42.847,1.2793,30.855
2011-11-04,8962,3.1225,42.976,1.2676,30.656
2011-11-07,8940,NA,NA,NA,30.685
2011-11-08,8933,3.126,42.957,1.2701,30.711
2011-11-09,8895,3.1105,NA,1.2695,30.657
2011-11-10,8975,3.1515,43.01,1.293,30.809
2011-11-11,9005,3.149,43.309,1.2889,30.823
2011-11-14,8955,3.1315,43.302,1.2808,30.776
2011-11-15,8995,3.143,43.218,1.2878,30.799
2011-11-16,9030,3.1658,43.368,1.2969,30.852
2011-11-17,9040,3.159,43.465,1.293,30.865
2011-11-18,9055,3.1612,43.448,1.2957,30.988
2011-11-21,9070,3.1725,43.386,1.2994,31.051
2011-11-22,9035,3.188,43.381,1.3032,31.185
2011-11-23,9035,3.1825,43.274,1.3055,31.249
2011-11-28,9100,NA,43.815,1.3053,31.314
2011-11-29,9185,3.1835,43.81,1.2993,31.322
2011-11-30,9170,3.1725,NA,1.2956,31.211
2011-12-01,9085,3.1455,NA,1.2843,30.938
2011-12-02,9103,3.1303,43.318,1.2853,30.849
2011-12-05,9065,3.1395,43.256,1.2831,NA
2011-12-06,9083,3.1375,43.301,1.2849,30.876
2011-12-07,9083,3.128,43.389,1.2828,30.795
2011-12-08,9085,3.1335,43.32,1.2869,30.761
2011-12-09,9040,3.158,43.312,1.2995,NA
2011-12-12,9085,3.1515,43.488,1.2943,NA
2011-12-13,9090,3.179,43.561,1.3004,31.187
2011-12-14,9090,3.1875,43.866,1.3055,31.249
2011-12-15,9135,3.1965,44.111,1.3104,31.371
2011-12-16,9035,3.177,44.238,1.3033,31.344
2011-12-19,9088,3.1775,43.885,1.3069,31.285
2011-12-20,9115,3.1895,43.964,1.3066,31.295
2011-12-21,9105,3.1695,43.945,1.2938,31.225
2011-12-22,9073,3.1768,43.679,1.2953,31.33
2011-12-23,9015,3.156,43.684,1.2911,31.288
2011-12-27,9090,3.1595,43.528,1.2953,31.416
2011-12-28,9165,3.172,43.726,1.2983,31.528
2011-12-29,9160,3.1772,43.928,1.3006,31.724
2011-12-30,9068,3.177,NA,1.3007,31.703
2012-01-03,9160,3.1525,43.75,1.2925,NA
2012-01-04,9180,3.1393,43.758,1.2874,31.463
2012-01-05,9163,3.1395,43.755,1.2883,31.557
2012-01-06,9160,3.1505,43.921,1.2923,31.637
2012-01-09,9188,3.161,44.134,1.2994,31.793
2012-01-10,9190,3.14,44.246,1.2912,31.708
2012-01-11,9200,3.146,43.978,1.2925,31.73
2012-01-12,9210,3.142,44.006,1.2928,31.833
2012-01-13,9180,3.134,44.023,1.2882,31.775
2012-01-17,9208,3.1315,43.919,1.2862,31.834
2012-01-18,9160,3.118,43.686,1.282,31.791
2012-01-19,9075,3.1037,43.509,1.2777,31.724
2012-01-20,8955,3.1035,43.339,1.2736,31.543
2012-01-23,NA,NA,NA,NA,31.504
2012-01-24,8985,NA,43.299,NA,31.433
2012-01-25,9018,3.0805,43.186,1.2668,31.513
2012-01-26,8995,3.0405,43.084,1.2584,31.365
2012-01-27,8980,3.041,42.872,1.2581,31.306
2012-01-30,8985,3.0425,42.859,1.2542,31.104
2012-01-31,9000,3.0455,42.946,1.2547,31.04
2012-02-01,9022,3.0455,42.919,1.2567,31.031
2012-02-02,8892,3.0205,42.9,1.2465,30.908
2012-02-03,8995,3.0225,42.713,1.2484,30.942
2012-02-06,8988,NA,42.731,1.2447,30.923
2012-02-07,8998,NA,NA,1.2481,30.94
2012-02-08,8988,3.004,42.541,1.2435,30.788
2012-02-09,8910,3.007,42.284,1.2447,30.744
2012-02-10,8993,3.0325,42.193,1.2553,30.819
2012-02-13,9023,3.0255,42.347,1.2547,30.834
2012-02-14,9037,3.045,42.461,1.2636,30.848
2012-02-15,9040,3.0335,42.643,1.2585,30.847
2012-02-16,8995,3.0545,42.734,1.2665,30.85
2012-02-17,9028,3.0485,42.841,1.2609,30.82
2012-02-21,9045,3.0235,42.498,1.2542,30.745
2012-02-22,9059,3.0255,42.631,1.2587,30.626
2012-02-23,9070,3.0246,42.772,1.2588,30.464
2012-02-24,9070,3.0075,42.768,1.2533,30.326
2012-02-27,9110,3.0175,42.715,1.2568,30.435
2012-02-28,9158,3.011,43.038,1.2532,30.399
2012-02-29,9085,3,42.864,1.2474,30.25
2012-03-01,9098,3,42.722,1.2493,30.5
2012-03-02,9108,2.9977,42.759,1.2483,30.6189
2012-03-05,9130,3.016,42.672,1.2568,30.65
2012-03-06,9163,3.0215,42.821,1.2614,30.689
2012-03-07,9190,3.0295,42.913,1.2616,NA
2012-03-08,9163,3.017,42.987,1.2564,30.623
2012-03-09,9133,3.0035,42.687,1.2522,30.54
2012-03-12,9160,3.0245,42.503,1.2594,30.642
2012-03-13,9165,3.0215,42.682,1.2558,30.59
2012-03-14,9193,3.0375,42.565,1.2607,30.709
2012-03-15,9193,3.0605,42.734,1.2674,30.808
2012-03-16,9178,3.05,43.061,1.2598,30.709
2012-03-19,9168,3.0525,42.927,1.2579,30.696
2012-03-20,9160,3.059,42.936,1.2583,30.753
2012-03-21,9180,3.086,42.925,1.2629,30.763
2012-03-22,9173,3.0802,43.025,1.2637,30.775
2012-03-23,NA,3.0775,43.049,1.2628,30.779
2012-03-26,9181,3.0705,43.05,1.2606,30.764
2012-03-27,9188,3.0695,42.976,1.2588,30.693
2012-03-28,9180,3.0645,42.942,1.2568,30.758
2012-03-29,9188,3.0685,NA,1.2577,30.849
2012-03-30,9180,3.068,43,1.2572,30.844
2012-04-02,9163,3.056,42.934,1.2553,30.808
2012-04-03,9145,3.048,42.777,1.2515,30.806
2012-04-04,9158,3.0615,42.663,1.2571,30.964
2012-04-05,9159,3.0635,NA,1.2579,31.003
2012-04-06,NA,3.0625,NA,NA,NA
2012-04-09,9168,3.0725,NA,1.2608,NA
2012-04-10,9165,3.0685,42.821,1.2595,30.948
2012-04-11,9170,NA,42.798,1.2608,30.962
2012-04-12,9173,3.0705,42.809,1.2562,30.804
2012-04-13,9174,3.0595,42.68,1.2485,NA
2012-04-16,9173,3.0713,42.67,1.2535,NA
2012-04-17,9178,3.0655,42.753,1.2508,30.821
2012-04-18,9177,3.0625,42.708,1.2486,30.801
2012-04-19,9182,3.0678,42.632,1.2519,30.898
2012-04-20,9184,3.07,42.649,1.2513,30.913
2012-04-23,9184,3.0635,42.679,1.249,30.948
2012-04-24,9193,3.07,42.616,1.2486,31.008
2012-04-25,9194,3.0638,42.718,1.2466,30.947
2012-04-26,9190,3.0575,42.66,1.2428,30.901
2012-04-27,9190,3.0505,42.593,1.243,30.85
2012-04-30,9190,3.034,42.436,1.2372,30.718
2012-05-01,9193,NA,NA,NA,NA
2012-05-02,9193,3.023,42.229,1.2362,30.779
2012-05-03,9196,3.0318,42.166,1.2415,30.887
2012-05-04,9218,3.037,42.209,1.2421,30.947
2012-05-07,9225,3.0615,42.234,1.2485,NA
2012-05-08,9220,3.0555,NA,1.2462,30.983
2012-05-09,9225,3.0685,42.317,1.2506,31.035
2012-05-10,9247,3.0685,42.388,1.2508,31.095
2012-05-11,9180,3.0723,42.449,1.2513,NA
2012-05-14,9220,3.0755,42.479,1.2528,31.243
2012-05-15,9265,3.085,42.627,1.2569,31.369
2012-05-16,9280,3.1105,42.748,1.2668,31.48
2012-05-17,NA,3.1075,42.919,1.2637,31.381
2012-05-18,NA,3.134,42.913,1.2751,31.432
2012-05-21,9268,3.129,43.181,1.2705,31.292
2012-05-22,9265,NA,43.154,1.2667,31.294
2012-05-23,9275,3.138,43.123,1.2772,31.513
2012-05-24,9280,3.1405,43.342,1.275,31.589
2012-05-25,9310,3.1655,43.576,1.2814,31.665
2012-05-29,9475,3.157,43.553,1.2781,31.686
2012-05-30,9570,3.1595,43.494,1.2798,31.815
2012-05-31,9565,3.182,43.451,1.2882,31.896
2012-06-01,9333,3.1845,43.63,1.2877,31.84
2012-06-04,9463,3.198,43.543,1.2896,NA
2012-06-05,9463,3.1935,43.479,1.2864,31.589
2012-06-06,9465,3.1765,43.389,1.2805,31.48
2012-06-07,9375,3.167,43.295,1.2757,31.461
2012-06-08,9433,3.182,43.122,1.2823,31.78
2012-06-11,9433,3.1645,43.237,1.2768,31.567
2012-06-12,9448,3.181,NA,1.2831,31.666
2012-06-13,9455,3.1815,43.004,1.2819,31.604
2012-06-14,9468,3.183,42.781,1.2814,31.559
2012-06-15,9468,3.168,42.57,1.2764,31.516
2012-06-18,9438,3.148,42.344,1.2685,31.452
2012-06-19,9438,3.157,42.161,1.2675,31.427
2012-06-20,9463,3.1575,42.311,1.2687,31.471
2012-06-21,9473,3.1695,42.137,1.2711,31.643
2012-06-22,9473,3.19,42.264,1.2776,31.806
2012-06-25,9480,3.1905,42.492,1.2803,31.881
2012-06-26,9470,3.1948,42.617,1.281,31.82
2012-06-27,9475,3.192,42.503,1.2784,31.881
2012-06-28,9480,3.19,42.367,1.2755,31.86
2012-06-29,9480,3.1895,42.283,1.2737,31.812
2012-07-02,9401,3.17,42.276,1.2686,31.629
2012-07-03,9428,3.1565,41.993,1.264,31.537
2012-07-05,9383,3.1645,41.723,1.2665,31.551
2012-07-06,9403,3.1735,41.689,1.2694,31.631
2012-07-09,9438,3.1885,41.802,1.2727,31.76
2012-07-10,9443,3.188,41.951,1.2716,31.722
2012-07-11,9460,3.1865,41.875,1.2677,31.724
2012-07-12,9462,3.185,41.883,1.2669,31.777
2012-07-13,9480,3.1865,41.95,1.2696,31.773
2012-07-16,9478,3.176,42.071,1.265,31.624
2012-07-17,9474,3.161,41.893,1.2612,31.564
2012-07-18,9463,3.1585,41.733,1.2596,31.648
2012-07-19,9470,3.1505,41.63,1.2566,31.651
2012-07-20,9478,3.154,41.675,1.2543,31.702
2012-07-23,9493,3.1715,41.845,1.2612,31.755
2012-07-24,9488,3.1765,42.026,1.2593,31.763
2012-07-25,9490,3.1825,42.037,1.2611,31.774
2012-07-26,9493,3.1695,42.143,1.2565,31.667
2012-07-27,9485,3.1575,42.094,1.2515,31.572
2012-07-30,9485,3.1503,41.934,1.247,31.576
2012-07-31,9485,3.144,41.907,1.2454,31.566
2012-08-01,9468,3.1175,41.833,1.2456,31.498
2012-08-02,9479,3.128,41.776,1.2472,NA
2012-08-03,9485,3.134,41.85,1.2479,31.604
2012-08-06,9461,3.1055,41.929,1.2414,31.502
2012-08-07,9472,3.105,NA,1.2411,31.472
2012-08-08,9475,3.1005,41.791,1.2433,31.513
2012-08-09,9483,3.0975,41.796,NA,31.473
2012-08-10,9477,3.1119,41.758,1.2467,31.489
2012-08-13,9480,3.1185,41.864,1.2448,NA
2012-08-14,9490,3.123,41.908,1.2455,31.451
2012-08-15,9494,3.127,41.94,1.2487,31.514
2012-08-16,9498,3.134,42.134,1.2514,31.545
2012-08-17,9496,3.1335,42.318,1.2523,31.524
2012-08-20,NA,NA,NA,NA,31.509
2012-08-21,NA,NA,NA,1.2512,31.478
2012-08-22,NA,3.1245,42.318,1.2518,31.42
2012-08-23,9495,3.1015,42.342,1.2443,31.262
2012-08-24,9504,3.0975,42.164,1.2485,31.227
2012-08-27,9515,3.109,NA,1.2515,31.244
2012-08-28,9535,3.1225,42.162,1.255,31.335
2012-08-29,9553,3.121,42.309,1.2537,31.321
2012-08-30,9573,3.1315,42.352,1.2539,31.396
2012-08-31,9560,NA,42.315,1.2523,31.37
2012-09-04,9578,3.1025,42.027,1.2444,31.182
2012-09-05,9588,3.1115,41.884,1.2479,31.258
2012-09-06,9592,3.117,41.959,1.2464,31.237
2012-09-07,9593,3.1115,41.908,1.2427,31.228
2012-09-10,9583,3.1035,41.742,1.2356,31.076
2012-09-11,9589,3.1,41.583,1.2343,31.099
2012-09-12,9578,3.0745,41.61,1.229,30.983
2012-09-13,9583,3.082,41.492,1.2277,31.008
2012-09-14,9573,3.048,41.678,1.2219,30.82
2012-09-17,9450,NA,41.476,1.2225,30.797
2012-09-18,9493,3.058,41.454,1.2245,30.877
2012-09-19,9547,3.0635,41.724,1.2249,30.813
2012-09-20,9539,3.0625,41.65,1.225,30.868
2012-09-21,9558,3.0616,41.677,1.224,30.85
2012-09-24,9560,3.0665,41.699,1.2262,30.925
2012-09-25,9580,3.067,41.741,1.2268,30.929
2012-09-26,9580,3.0795,41.731,1.2298,30.984
2012-09-27,9590,3.077,41.886,1.2293,30.984
2012-09-28,9588,3.066,41.88,1.2254,30.824
2012-10-01,9593,3.0705,41.739,1.2307,30.834
2012-10-02,9583,3.0515,41.818,1.2275,30.736
2012-10-03,9590,3.0635,41.641,1.2331,30.71
2012-10-04,9585,3.0585,41.651,1.2309,30.617
2012-10-05,9590,3.053,41.531,1.2271,30.552
2012-10-09,9600,3.064,41.489,1.2285,30.636
2012-10-10,9598,3.078,41.408,1.2302,30.724
2012-10-11,9603,3.0755,41.545,1.2288,30.737
2012-10-12,9605,3.06,41.608,1.222,30.652
2012-10-15,9593,3.062,41.476,1.2228,30.736
2012-10-16,9585,3.056,41.496,1.2214,30.679
2012-10-17,9585,3.044,41.378,1.2188,30.619
2012-10-18,9585,3.0405,41.21,1.2183,30.623
2012-10-19,9590,3.05,41.27,1.2202,30.691
2012-10-22,9593,3.0545,41.395,1.2209,30.742
2012-10-23,9615,3.0495,41.409,1.2218,NA
2012-10-24,9615,3.0585,41.309,1.2233,30.765
2012-10-25,9614,3.0495,41.376,1.2219,30.684
2012-10-26,NA,NA,NA,NA,30.722
2012-10-31,9615,3.0565,41.263,1.2205,30.689
2012-11-01,9628,3.0523,NA,1.2208,30.713
2012-11-02,NA,3.0515,NA,1.2214,30.728
2012-11-05,9628,3.066,41.208,1.2248000000000001,30.792
2012-11-06,9633,3.0615,41.245,NA,30.804
2012-11-07,9630,3.054,41.241,1.2215,30.714
2012-11-08,9638,3.0625,41.128,1.2249,30.704
2012-11-09,9633,3.0625,41.065,1.223,30.659
2012-11-12,9635,3.0615,41.08,1.2227,30.633
2012-11-13,9637,NA,41.084,NA,30.675
2012-11-14,9638,3.0635,41.128,1.222,30.681
2012-11-15,NA,NA,41.112,1.2234,30.709
2012-11-16,9638,3.0718,41.207,1.228,30.753
2012-11-19,9639,3.064,41.318,1.225,30.722
2012-11-20,9638,3.0575,41.239,1.2233,30.681
2012-11-21,9643,3.0675,41.148,1.2269,30.715
2012-11-26,9618,3.054,41.064,1.2229,30.675
2012-11-27,9603,3.052,41.01,1.2217,30.687
2012-11-28,9608,3.0525,40.911,1.2227,30.704
2012-11-29,9610,3.0498,NA,1.222,30.724
2012-11-30,9605,3.0435,40.883,1.2209,30.691
2012-12-03,9598,3.0425,40.889,1.2206,30.671
2012-12-04,9605,3.0425,40.874,1.219,30.661
2012-12-05,9605,3.0455,40.914,1.2186,NA
2012-12-06,9613,3.046,40.862,1.22,30.677
2012-12-07,9625,3.0516,40.915,1.221,30.667
2012-12-10,9653,3.0575,40.931,1.222,NA
2012-12-11,9648,3.066,40.932,1.2224,30.641
2012-12-12,9645,3.056,40.944,1.2213,30.63
2012-12-13,9643,3.051,40.982,1.221,30.641
2012-12-14,9645,3.057,41.059,1.2214,30.643
2012-12-17,9645,3.057,41.135,1.2202,30.587
2012-12-18,9643,3.0546,41.04,1.2196,30.577
2012-12-19,9649,3.0515,41.046,1.219,30.603
2012-12-20,9660,3.0595,41.059,1.2201,30.631
2012-12-21,9687,3.0615,41.058,1.2204,30.64
2012-12-26,9707,3.0705,41.133,1.2237,30.646
2012-12-27,9685,3.065,41.156,1.2232,30.656
2012-12-28,9670,3.0605,41.192,1.2235,30.627
2013-01-02,9685,3.0375,41.078,1.2208,30.472
2013-01-03,9670,3.036,40.898,1.2227,30.367
2013-01-04,9675,3.045,40.794,1.2296,30.446
2013-01-07,9700,3.0435,40.856,1.2307,30.454
2013-01-08,9740,3.0395,40.894,1.2289,30.44
2013-01-09,9740,3.0415,40.845,1.2281,30.411
2013-01-10,9715,3.0375,40.816,1.2268,30.392
2013-01-11,9660,3.02,40.733,1.2242,30.268
2013-01-14,9670,3.0165,40.601,1.2261,30.278
2013-01-15,9740,3.0056,40.651,1.2245,30.099
2013-01-16,9690,3.0165,40.569,1.2248000000000001,29.935
2013-01-17,9690,3.0218,40.637,1.2248000000000001,29.807
2013-01-18,9685,3.013,40.616,1.2251,29.791
2013-01-22,9640,3.0365,40.685,1.2281,29.778
2013-01-23,9635,3.0385,40.644,1.2277,29.785
2013-01-24,NA,NA,40.626,1.2269,29.821
2013-01-25,9643,3.0533,40.637,1.2311,29.875
2013-01-28,9670,NA,40.687,1.2353,29.957
2013-01-29,9680,3.078,40.741,1.2376,29.858
2013-01-30,9690,3.078,40.808,1.2349,29.775
2013-01-31,9698,3.0995,40.653,1.2389,29.793
2013-02-01,9700,NA,40.666,1.2415,29.882
2013-02-04,9673,3.101,40.734,1.2388,29.738
2013-02-05,9697,3.0955,40.603,1.2376,29.749
2013-02-06,9686,3.094,40.637,1.2372,29.768
2013-02-07,9725,3.099,40.647,1.2385,29.784
2013-02-08,9685,3.098,40.685,1.2385,29.797
2013-02-11,9658,NA,40.686,NA,29.808
2013-02-12,9634,NA,40.685,NA,29.893
2013-02-13,9644,3.0965,40.706,1.2378,29.806
2013-02-14,9665,3.0865,40.658,NA,29.805
2013-02-15,9684,3.094,40.63,1.2348,29.85
2013-02-19,9713,3.099,40.632,1.2389,29.88
2013-02-20,9704,3.096,40.623,1.2368,29.835
2013-02-21,9703,3.1065,40.623,1.24,29.875
2013-02-22,9713,3.0995,40.726,1.2377,29.834
2013-02-25,9713,3.103,40.718,1.2397,NA
2013-02-26,9705,3.1025,40.704,1.2389,29.86
2013-02-27,9684,3.0995,40.736,1.2376,29.822
2013-02-28,9667,3.092,40.736,1.2363,29.797
2013-03-01,9678,3.094,40.662,1.2371,29.75
2013-03-04,9704,3.1048,40.706,1.2437,29.821
2013-03-05,9705,3.1005,40.778,1.2442,29.795
2013-03-07,9697,3.109,40.682,1.2486,29.757
2013-03-08,9688,3.1065,40.748,1.2468,29.747
2013-03-11,9688,3.11,40.716,1.2489,29.754
2013-03-12,NA,3.1065,40.696,1.2476,29.629
2013-03-13,9698,3.104,40.629,1.2471,29.615
2013-03-14,9703,3.113,40.588,1.2489,29.642
2013-03-15,9700,3.1165,40.606,1.2484,29.574
2013-03-18,9718,3.133,40.6,1.2509,29.575
2013-03-19,9705,3.1205,40.705,1.2495,29.371
2013-03-20,9723,3.1285,40.666,1.2523,29.194
2013-03-21,9726,3.1195,40.743,1.2507,29.202
2013-03-22,9743,3.1145,40.737,1.2494,29.264
2013-03-25,9728,3.0915,40.821,1.2453,29.254
2013-03-26,9745,3.0935,40.806,1.2411,29.351
2013-03-27,9725,3.1,40.938,1.2431,29.317
2013-03-28,9719,3.1035,NA,1.2436,29.254
2013-03-29,NA,3.0885,NA,NA,29.302
2013-04-01,9735,3.0975,40.918,1.2417,29.308
2013-04-02,9737,3.083,40.811,1.2364,29.344
2013-04-03,9743,3.0895,40.835,1.2394,29.417
