date,idr,myr,php,sgd,thb
2015-05-06,13040,3.568,44.626,1.3277,33.256
2015-05-07,13065,3.5945,44.526,1.3285,33.385
2015-05-08,13177,NA,44.65,1.3328,33.548
2015-05-11,13116,3.6015,44.69,1.3341,33.594
2015-05-12,13203,3.625,44.609,1.3396,33.792
2015-05-13,13188,3.6045,44.796,1.3351,33.689
2015-05-14,NA,3.5725,44.761,1.3209,33.427
2015-05-15,13090,3.5665,44.569,1.321,33.569
2015-05-18,13116,3.572,44.512,1.3222,33.46
2015-05-19,13183,3.585,44.455,1.328,33.391
2015-05-20,13169,3.609,44.527,1.3361,33.576
2015-05-21,13150,3.606,44.611,1.3357,33.479
2015-05-22,13136,3.5875,44.51,1.3321,33.39
2015-05-26,13192,3.618,44.621,1.3448,33.676
2015-05-27,13229,3.6385,44.69,1.3505,33.784
2015-05-28,13205,3.65,44.725,1.3508,33.797
2015-05-29,13211,3.6515,44.65,1.3476,33.718
2015-06-01,13230,3.6725,44.567,NA,NA
2015-06-02,NA,3.7001,44.549,1.3554,33.773
2015-06-03,13196,3.679,44.657,1.3469,33.687
2015-06-04,13243,3.7015,44.657,1.3467,33.72
2015-06-05,13288,3.7105,44.808,1.3476,33.738
2015-06-08,13360,3.7635,44.911,1.3603,33.866
2015-06-09,13362,3.7635,45.103,1.3543,33.739
2015-06-10,13329,3.7575,45.021,1.354,33.699
2015-06-11,13292,3.7355,44.966,1.344,33.665
2015-06-12,13317,3.7385,NA,1.3444,33.699
2015-06-15,13333,3.7635,45.039,1.3479,33.716
2015-06-16,13333,3.7525,45.261,1.3459,33.692
2015-06-17,13367,3.7508,45.157,1.3434,33.689
2015-06-18,13341,3.7235,45.138,1.3358,33.641
2015-06-19,13324,3.7185,45.017,1.3341,33.666
2015-06-22,13318,3.7325,45.011,1.3321,33.651
2015-06-23,13316,3.754,45.026,1.339,33.736
2015-06-24,13280,3.7525,45.128,1.342,33.793
2015-06-25,13323,3.7585,45.145,1.3428,33.787
2015-06-26,13338,3.763,45.143,1.3437,33.777
2015-06-29,13356,3.783,45.142,1.3521,33.857
2015-06-30,13332,3.7855,45.2,1.3474,33.773
2015-07-01,13331,3.739,45.137,1.3453,NA
2015-07-02,13337,3.7735,45.074,1.3517,33.794
2015-07-06,13353,3.807,45.076,1.3514,33.833
2015-07-07,13313,3.806,45.124,1.3524,33.91
2015-07-08,13346,3.807,45.141,1.3565,34.02
2015-07-09,13347,3.8045,45.232,1.3506,33.957
2015-07-10,13304,3.7885,45.17,1.3487,33.93
2015-07-13,13309,3.8005,45.154,1.3518,33.98
2015-07-14,13320,3.8065,45.151,1.3609,34.042
2015-07-15,13329,3.8048,45.205,1.361,34.053
2015-07-16,NA,3.8075,45.2,1.3669,34.208
2015-07-17,NA,NA,NA,NA,34.176
2015-07-20,NA,3.807,45.262,1.3729,34.32
2015-07-21,NA,3.807,45.259,1.3712,34.477
2015-07-22,13368,3.7925,45.282,1.365,34.562
2015-07-23,13394,3.807,45.247,1.3674,34.827
2015-07-24,13448,3.807,45.349,1.3709,34.878
2015-07-27,13453,3.8145,45.466,1.3695,34.848
2015-07-28,13460,3.814,45.536,1.3661,34.885
2015-07-29,13444,3.814,45.504,1.3637,34.885
2015-07-30,13468,3.814,45.478,1.3704,NA
2015-07-31,13481,3.8175,45.618,1.3728,35.176
2015-08-03,13492,3.842,45.681,1.3731,35.042
2015-08-04,13495,3.8675,45.674,1.3806,35.105
2015-08-05,13517,3.8775,45.722,1.3853,35.111
2015-08-06,13529,3.8905,45.738,1.3838,35.173
2015-08-07,13536,3.923,45.782,NA,35.157
2015-08-10,13536,3.9265,45.779,NA,35.113
2015-08-11,13541,3.9535,45.73,1.3983,35.296
2015-08-12,13758,4.018,45.86,1.4119,NA
2015-08-13,13747,4.002,46.214,1.3932,35.217
2015-08-14,13763,4.076,46.129,1.4042,35.25
2015-08-17,NA,4.1165,46.208,1.4084,35.349
2015-08-18,13831,4.123,46.287,1.407,35.554
2015-08-19,13824,4.11,46.35,1.404,35.596
2015-08-20,13838,4.114,46.306,1.4032,35.558
2015-08-21,13895,4.1855,NA,1.409,35.676
2015-08-24,13998,4.23,46.369,1.4131,35.776
2015-08-25,14067,4.2395,46.797,1.4057,35.595
2015-08-26,14102,4.2435,46.711,1.4006,35.629
2015-08-27,14128,4.249,46.656,1.4018,35.65
2015-08-28,14011,4.214,46.705,1.4018,35.828
2015-08-31,14027,NA,NA,1.4135,35.882
2015-09-01,14081,4.156,46.704,1.4083,35.743
2015-09-02,14127,4.219,46.696,1.413,35.751
2015-09-03,14160,4.2285,46.717,1.4163,35.832
2015-09-04,14178,4.2605,46.766,1.4183,35.841
2015-09-08,14285,4.3425,46.913,1.4262,36.196
2015-09-09,14244,4.331,46.988,1.414,36.002
2015-09-10,14322,NA,46.815,1.4212,36.192
2015-09-11,14306,4.3195,46.926,NA,36.042
2015-09-14,14322,4.3165,46.821,1.4104,36.05
2015-09-15,14371,4.306,46.771,1.4011,35.988
2015-09-16,14442,NA,46.743,1.4008,35.98
2015-09-17,14452,4.2585,46.7,1.3988,35.793
2015-09-18,14463,4.2495,46.517,1.4003,35.721
2015-09-21,14451,4.2455,46.493,1.405,35.736
2015-09-22,14486,4.2925,46.516,1.4128,35.932
2015-09-23,14623,4.3465,46.552,1.4219,36.146
2015-09-24,NA,NA,46.738,NA,36.252
2015-09-25,14690,4.391,NA,1.4243,36.24
2015-09-28,14696,4.4025,46.902,1.4259,36.255
2015-09-29,14728,4.4725,46.818,1.4319,36.469
2015-09-30,14657,4.4455,46.926,1.4253,36.359
2015-10-01,14654,4.4095,46.831,1.4258,36.393
2015-10-02,14709,4.4425,46.705,1.4356,36.591
2015-10-05,14604,4.401,46.79,1.4318,36.413
2015-10-06,14382,4.369,46.58,1.4237,36.349
2015-10-07,14065,4.332,46.405,1.4243,36.082
2015-10-08,13809,4.2255,46.273,1.414,35.953
2015-10-09,13521,4.1305,46.125,1.4018,35.657
2015-10-13,13557,4.195,45.867,1.403,35.515
2015-10-14,NA,NA,45.983,1.3933,35.592
2015-10-15,13288,4.1175,46.092,1.3763,35.2
2015-10-16,13534,4.175,45.796,1.3834,35.301
2015-10-19,13563,4.207,45.975,1.3827,35.31
2015-10-20,13634,4.245,46.089,1.3891,35.43
2015-10-21,13696,4.295,46.184,1.3905,35.406
2015-10-22,13640,4.2945,46.414,1.3927,35.609
2015-10-23,13491,4.2251,46.528,1.3845,NA
2015-10-26,13643,4.2595,46.454,1.3939,35.536
2015-10-27,13626,4.2625,46.607,1.3929,35.502
2015-10-28,13630,4.278,46.655,1.3969,35.502
2015-10-29,13562,4.2875,46.771,1.4025,35.613
2015-10-30,13639,4.304,46.89,1.4018,35.596
2015-11-02,13682,4.2925,46.859,1.4002,35.58
2015-11-03,13594,4.283,46.796,1.3959,35.555
2015-11-04,13461,4.2625,46.798,1.3945,35.51
2015-11-05,13603,4.298,46.743,1.4042,35.547
2015-11-06,13550,4.301,46.906,1.4064,35.574
2015-11-09,13687,4.3615,46.902,1.4211,35.87
2015-11-10,13619,NA,47.154,NA,35.885
2015-11-11,13576,4.3655,47.21,1.4189,35.85
2015-11-12,13575,4.368,47.131,1.4175,35.826
2015-11-13,13633,4.3775,46.993,1.4201,35.884
2015-11-16,13732,4.3925,47.032,1.4243,35.974
2015-11-17,13711,4.3825,47.032,1.4232,35.965
2015-11-18,13763,4.396,47.032,1.426,36.041
2015-11-19,13787,4.344,NA,1.4181,35.926
2015-11-20,13739,4.2825,NA,1.4119,35.713
2015-11-23,13696,4.297,47.196,1.4183,35.824
2015-11-24,13723,4.265,47.147,1.4147,35.832
2015-11-25,13673,4.194,47.134,1.4061,35.682
2015-11-30,13840,4.2615,47.069,1.4131,35.881
2015-12-01,13808,4.238,47.168,1.4095,35.823
2015-12-02,13757,4.2255,47.153,1.4067,35.789
2015-12-03,13845,4.251,47.152,1.4126,35.874
2015-12-04,13833,4.2155,47.155,1.3969,35.799
2015-12-07,13837,4.2065,47.081,1.4003,NA
2015-12-08,13853,4.2645,47.112,1.4084,35.898
2015-12-09,NA,4.2655,47.167,1.4054,35.935
2015-12-10,13954,4.2585,47.153,1.4036,NA
2015-12-11,13937,4.2785,47.182,1.4067,36.033
2015-12-14,14076,4.3185,47.229,1.4117,36.096
2015-12-15,14065,4.328,47.339,1.4101,36.07
2015-12-16,14050,4.309,47.38,1.4064,35.987
2015-12-17,14028,4.3325,47.324,1.4165,36.068
2015-12-18,14032,4.3185,47.305,1.4186,36.16
2015-12-21,13872,4.307,47.435,1.4116,36.147
2015-12-22,13615,4.2985,47.302,1.4071,36.091
2015-12-23,13644,4.3085,47.298,1.4052,36.066
2015-12-24,NA,NA,NA,1.4056,36.098
2015-12-28,13639,4.304,47.275,1.406,36.092
2015-12-29,13658,4.2925,47.166,1.4099,36.114
2015-12-30,13794,4.29,NA,1.4145,NA
2015-12-31,13795,4.292,NA,1.4139,NA
2016-01-04,13898,4.3235,47.118,1.4233,36.162
2016-01-05,13931,4.3425,47.125,1.4247,36.126
2016-01-06,13863,4.3695,47.045,1.4314,36.217
2016-01-07,13946,4.414,46.95,1.436,36.3
2016-01-08,13874,4.3705,47.07,1.4337,36.235
2016-01-11,13935,4.3985,47.019,1.4379,36.3
2016-01-12,13835,4.404,47.271,1.4389,36.311
2016-01-13,13861,4.3945,47.325,1.4349,36.267
2016-01-14,13877,4.393,47.457,1.4388,36.31
2016-01-15,13886,4.3775,47.679,1.4394,36.312
2016-01-19,13921,4.389,47.75,1.4382,36.285
2016-01-20,13896,4.3795,47.673,1.4386,36.297
2016-01-21,13899,4.376,47.782,1.4389,36.267
2016-01-22,13874,4.337,47.868,1.4327,36.137
2016-01-25,13844,NA,47.857,1.4275,35.975
2016-01-26,13904,4.2915,47.813,1.4304,35.973
2016-01-27,13871,4.2615,47.987,1.4281,35.832
2016-01-28,13889,4.235,47.888,1.431,35.857
2016-01-29,13846,4.1475,47.823,1.4277,35.752
2016-02-01,13699,NA,47.685,1.4248,35.655
2016-02-02,13621,4.2045,47.685,1.425,35.653
2016-02-03,13757,4.2375,47.73,1.432,35.828
2016-02-04,13662,4.1485,47.882,1.4143,35.623
2016-02-05,13653,4.1395,47.753,1.4143,35.54
2016-02-08,NA,NA,NA,NA,35.541
2016-02-09,13689,NA,47.71,NA,35.456
2016-02-10,13538,4.161,47.737,1.3939,35.366
2016-02-11,13369,4.1085,47.538,1.3889,35.263
2016-02-12,13471,NA,47.431,1.3962,35.443
2016-02-16,13333,4.1475,47.488,1.402,35.641
2016-02-17,13504,4.2065,47.508,1.4055,35.646
2016-02-18,13479,4.167,47.658,1.4036,35.57
2016-02-19,13549,4.225,47.559,1.4076,35.679
2016-02-22,13460,NA,47.665,1.4031,NA
2016-02-23,13397,4.186,47.63,1.4027,35.742
2016-02-24,13446,4.241,47.623,1.4075,35.726
2016-02-25,13416,4.212,NA,1.403,35.672
2016-02-26,13400,4.221,47.677,1.3999,35.676
2016-02-29,13395,4.2195,47.56,1.4085,35.715
2016-03-01,13367,4.194,47.568,1.4039,35.612
2016-03-02,13314,4.162,47.391,1.4027,35.6
2016-03-03,13260,4.143,47.26,1.3936,35.503
2016-03-04,13159,4.129,47.115,1.383,35.414
2016-03-07,13029,4.097,46.956,1.3799,35.449
2016-03-08,13128,4.1045,46.821,1.3837,35.446
2016-03-09,NA,4.1355,46.978,1.3877,35.359
2016-03-10,13149,4.1195,46.94,1.3828,35.277
2016-03-11,13087,4.105,46.744,1.3759,35.143
2016-03-14,13020,4.092,46.692,1.373,35.087
2016-03-15,13087,4.1175,46.506,1.3775,35.109
2016-03-16,13169,4.1355,46.732,1.3805,35.047
2016-03-17,13166,4.083,46.828,1.3652,34.826
2016-03-18,13048,4.0575,46.443,1.3545,34.852
2016-03-21,13160,4.071,46.27,1.3598,34.92
2016-03-22,13175,4.0435,46.493,1.3617,34.92
2016-03-23,13167,3.982,46.256,1.3616,35.029
2016-03-24,13250,4.027,NA,1.3693,35.299
2016-03-25,NA,4.047,NA,NA,35.319
2016-03-28,13323,4.0375,46.319,1.3722,35.356
2016-03-29,13363,4.0025,46.454,1.3694,35.375
2016-03-30,13359,3.959,46.329,1.3563,35.266
2016-03-31,13276,3.922,46.108,1.3511,35.23
2016-04-01,13200,3.901,45.989,1.3512,35.141
2016-04-04,13145,3.88,46.065,1.351,35.163
2016-04-05,13217,3.9205,46.017,1.3558,35.344
2016-04-06,13223,3.914,46.222,1.3554,NA
2016-04-07,13197,3.905,46.257,1.3506,35.192
2016-04-08,13169,3.935,46.125,1.351,35.169
2016-04-11,13134,3.8807,46.192,1.3465,35.064
2016-04-12,13123,3.892,46.115,1.3455,35.042
2016-04-13,13096,3.865,46.071,1.3454,NA
2016-04-14,13238,3.9035,45.983,1.3627,NA
2016-04-15,13166,3.9055,46.256,1.3617,NA
2016-04-18,13204,3.934,46.134,1.3568,35.075
2016-04-19,13150,3.8955,46.174,1.3483,34.936
2016-04-20,13133,3.874,46.099,1.3415,34.889
2016-04-21,13182,3.881,46.133,1.3446,35.037
2016-04-22,13169,3.9035,46.384,1.3485,35.051
2016-04-25,13235,3.9135,46.578,1.3538,35.142
2016-04-26,13215,3.937,46.777,1.3542,35.176
2016-04-27,13173,3.9315,46.844,1.3505,35.15
2016-04-28,13204,3.917,46.787,1.3489,35.099
2016-04-29,13204,3.9045,46.773,1.3445,34.94
2016-05-02,13192,NA,46.887,NA,NA
2016-05-03,13162,3.9225,46.999,1.3405,34.858
2016-05-04,13246,3.9765,46.956,1.3543,35.107
2016-05-05,NA,4.003,47.062,1.3563,NA
2016-05-06,NA,4.0095,47.205,1.3602,NA
2016-05-09,13284,4.0005,47.205,1.3629,35.124
2016-05-10,13333,4.059,47.247,1.3711,35.242
2016-05-11,13271,4.0545,46.92,1.3707,35.23
2016-05-12,13299,4.0265,46.638,1.3673,35.256
2016-05-13,13311,4.0275,46.584,1.3747,35.39
2016-05-16,13328,4.0355,46.672,1.3716,35.403
2016-05-17,13278,4.014,46.519,1.3668,35.369
2016-05-18,13319,4.035,46.385,1.3743,35.601
2016-05-19,13467,4.08,46.596,1.3804,35.707
2016-05-20,13573,4.0795,46.855,1.3799,NA
2016-05-23,13607,4.068,46.772,1.378,35.62
2016-05-24,13606,4.1185,46.792,1.3822,35.754
2016-05-25,13671,4.106,46.861,1.3796,35.719
2016-05-26,13615,4.0825,46.79,1.3769,35.616
2016-05-27,13575,4.0855,46.665,1.3743,35.649
2016-05-31,13615,4.1195,46.775,1.3796,35.726
2016-06-01,13671,4.1345,46.724,1.3794,35.694
2016-06-02,13695,4.1625,46.688,1.3755,35.618
2016-06-03,13612,4.15,46.563,1.376,35.571
2016-06-06,13478,4.1055,46.493,1.3618,35.36
2016-06-07,13375,4.077,46.241,1.3582,35.292
2016-06-08,13241,4.0625,46.187,1.3534,35.223
2016-06-09,13231,4.0355,46.062,1.3483,35.122
2016-06-10,13309,4.0705,45.917,1.3547,35.262
2016-06-13,13341,4.0945,46.119,1.3594,35.213
2016-06-14,13273,4.0925,46.146,1.3544,35.175
2016-06-15,13398,4.101,46.189,1.3559,35.334
2016-06-16,13327,4.096,46.394,1.3504,35.199
2016-06-17,13358,4.0985,46.351,1.3495,35.284
2016-06-20,13260,4.077,46.418,1.3447,35.207
2016-06-21,13286,4.0555,46.363,1.3428,35.203
2016-06-22,13298,NA,46.368,1.3433,35.252
2016-06-23,13265,4.02,46.511,1.3375,35.206
2016-06-24,13296,4.115,NA,1.3616,35.406
2016-06-27,13495,4.109,46.866,1.3573,35.336
2016-06-28,13256,4.0915,47.073,1.357,35.301
2016-06-29,13166,4.0575,47.052,1.3514,35.245
2016-06-30,13180,4.0225,46.96,1.349,35.195
2016-07-01,13172,3.993,47.007,1.3452,NA
2016-07-05,NA,4.0005,46.833,1.3473,35.126
2016-07-06,NA,NA,NA,NA,35.229
2016-07-07,NA,NA,46.9,1.3502,35.193
2016-07-08,NA,4.0425,47.04,1.3494,35.216
2016-07-11,13112,3.9855,47.095,1.3457,35.114
2016-07-12,13151,NA,47.163,1.35,35.144
2016-07-13,13095,3.9865,47.394,1.3478,35.2
2016-07-14,13088,3.9595,47.248,1.3471,35.14
2016-07-15,13086,3.9585,47.099,1.3433,34.981
2016-07-18,13112,3.9785,46.877,1.3489,NA
2016-07-19,13086,3.9865,46.757,1.351,NA
2016-07-20,13100,4.02,46.844,1.3551,35.043
2016-07-21,13122,4.0505,47.064,1.3575,35.038
2016-07-22,13102,4.071,47.163,1.3558,34.938
2016-07-25,13135,4.0815,47.096,1.3607,35.013
2016-07-26,13150,4.076,47.18,1.3601,35.046
2016-07-27,13130,4.0765,47.193,1.3594,35.023
2016-07-28,13113,4.054,47.156,1.3509,34.902
2016-07-29,13094,4.0535,47.085,1.3475,34.875
2016-08-01,13080,4.0325,47.09,1.3392,34.76
2016-08-02,13079,4.052,46.955,1.3428,34.788
2016-08-03,13114,4.0585,47.026,1.3401,34.822
2016-08-04,13138,4.0475,47.031,1.3418,34.945
2016-08-05,13125,4.038,47.014,1.3418,34.849
2016-08-08,13144,4.043,46.959,1.3478,34.957
2016-08-09,13133,4.0325,46.883,NA,34.96
2016-08-10,13123,3.9965,46.889,1.3408,34.786
2016-08-11,13113,4.0195,46.777,1.3437,34.795
2016-08-12,13120,4.0105,46.733,1.3453,NA
2016-08-15,13121,4.0215,46.699,1.3464,34.696
2016-08-16,13098,3.9955,46.535,1.3419,34.595
2016-08-17,NA,4,46.312,1.3437,34.653
2016-08-18,13114,3.9945,46.373,1.3395,34.58
2016-08-19,13119,4.011,46.306,1.3443,34.63
2016-08-22,13197,4.034,46.389,1.3526,34.706
2016-08-23,13216,4.0295,46.602,1.3499,34.613
2016-08-24,13252,4.036,46.52,1.352,34.65
2016-08-25,13267,4.0325,46.581,1.3535,34.592
2016-08-26,13242,4.0205,46.489,1.3523,34.564
2016-08-29,13275,4.037,NA,1.3599,34.65
2016-08-30,13260,4.0495,46.349,1.3613,34.579
2016-08-31,13300,NA,46.467,1.363,34.636
2016-09-01,13269,4.0765,46.552,1.3633,34.627
2016-09-02,13261,4.0845,46.627,1.3587,34.609
2016-09-06,13162,4.0795,46.565,1.3575,34.779
2016-09-07,13086,4.061,46.597,1.3475,34.583
2016-09-08,13090,4.059,46.554,1.3474,34.674
2016-09-09,13089,4.0625,46.837,1.3516,34.772
2016-09-12,NA,NA,NA,NA,34.888
2016-09-13,13151,4.104,47.098,1.3579,34.866
2016-09-14,13228,4.1305,47.437,1.3662,34.948
2016-09-15,13190,4.1285,47.543,1.3654,34.906
2016-09-16,13131,NA,47.571,1.3626,34.832
2016-09-19,13164,4.1315,47.726,1.3642,34.86
2016-09-20,13142,4.144,47.868,1.3634,34.83
2016-09-21,13148,4.1505,47.855,1.3614,34.793
2016-09-22,13098,4.115,47.803,1.3537,34.661
2016-09-23,13098,4.1205,47.835,1.3583,34.676
2016-09-26,13076,4.133,47.94,1.361,34.664
2016-09-27,13027,4.1185,48.218,1.3587,34.597
2016-09-28,12926,4.1405,48.265,1.3596,34.622
2016-09-29,12952,4.114,48.217,1.3614,34.625
2016-09-30,12998,4.1455,48.257,1.3656,34.705
2016-10-03,13010,NA,48.482,1.3653,34.633
2016-10-04,12988,4.125,48.301,1.3684,34.686
2016-10-05,12995,4.1415,48.249,1.3699,34.785
2016-10-06,12992,4.1335,48.356,1.3705,34.829
2016-10-07,13002,4.1535,48.237,1.3735,34.891
2016-10-11,12992,4.155,48.28,1.3788,35.186
2016-10-12,13023,4.183,48.497,1.3787,35.476
2016-10-13,13028,4.208,48.581,1.3847,35.731
2016-10-14,13047,4.2125,48.473,1.3892,35.239
2016-10-17,13054,4.2195,48.341,1.3922,35.369
2016-10-18,13044,4.2105,48.521,1.388,35.161
2016-10-19,13007,4.19,48.367,1.3865,34.914
2016-10-20,12999,4.1785,48.183,1.3878,34.932
2016-10-21,13020,4.1925,48.041,1.3941,35.122
2016-10-24,13047,4.1823,48.284,1.393,NA
2016-10-25,13022,4.175,48.294,1.3923,35.018
2016-10-26,12997,4.1605,48.317,1.3892,34.981
2016-10-27,13027,4.1825,48.302,1.3926,35.087
2016-10-28,13048,4.197,48.515,1.3946,35.125
2016-10-31,13051,4.204,NA,1.3921,35.003
2016-11-01,13036,4.1885,NA,1.3902,35.005
2016-11-02,13058,4.196,48.485,1.39,35.054
2016-11-03,13050,4.187,NA,1.3837,34.94
2016-11-04,13103,4.1965,48.336,1.385,34.978
2016-11-07,13082,4.2095,48.443,1.3885,35.033
2016-11-08,13090,4.206,48.545,1.3902,34.96
2016-11-09,13084,4.22,48.626,1.388,34.925
2016-11-10,13118,4.2515,48.674,1.398,35.072
2016-11-11,13350,4.2775,48.666,1.41,35.308
2016-11-14,13358,4.33,48.908,1.4134,35.427
2016-11-15,13338,4.3355,49.13,1.413,35.381
2016-11-16,13347,4.3485,49.18,1.4138,35.444
2016-11-17,13385,4.3885,49.219,1.4165,35.426
2016-11-18,13408,4.412,49.419,1.4264,35.589
2016-11-21,13438,4.4315,49.773,1.4279,35.542
2016-11-22,13424,4.426,49.867,1.4223,35.463
2016-11-23,13473,4.4445,49.806,1.4268,35.509
2016-11-28,13467,4.461,49.923,1.4228,35.555
2016-11-29,13549,4.463,49.777,1.4258,35.607
2016-11-30,13563,4.466,NA,1.425,35.619
2016-12-01,13582,4.468,49.747,1.4307,35.701
2016-12-02,13524,4.448,49.774,1.4246,35.654
2016-12-05,13516,4.4495,49.721,1.4254,NA
2016-12-06,13405,4.444,49.709,1.42,35.619
2016-12-07,13336,4.436,49.61,NA,35.66
2016-12-08,13304,4.429,49.7,1.4157,35.617
2016-12-09,13337,4.4245,49.649,1.4248,35.651
2016-12-12,NA,NA,49.779,1.4308,NA
2016-12-13,13309,4.4245,49.823,1.4244,35.584
2016-12-14,13285,4.4425,NA,1.4257,NA
2016-12-15,13367,4.4645,49.802,1.437,35.715
2016-12-16,13426,4.4755,NA,1.4435,35.778
2016-12-19,13381,4.4795,49.902,1.4466,35.844
2016-12-20,13393,4.4795,49.93,1.4481,35.912
2016-12-21,13473,4.4795,49.984,1.4439,36.022
2016-12-22,13435,4.4745,49.984,1.4464,36.017
2016-12-23,13470,4.4795,49.975,1.4466,36.009
2016-12-27,13436,4.4785,49.908,1.4486,36.009
2016-12-28,13447,4.4815,49.812,1.4493,36.029
2016-12-29,13473,4.4845,49.813,1.4499,35.979
2016-12-30,13436,4.486,NA,1.4463,35.82
2017-01-03,13485,4.4925,49.769,1.4473,NA
2017-01-04,13478,4.4995,49.788,1.4489,35.893
2017-01-05,13370,4.4875,49.732,1.4378,35.753
2017-01-06,13347,4.4725,49.531,1.4316,35.715
2017-01-09,13385,4.4785,49.466,1.441,35.772
2017-01-10,13320,4.4745,49.616,1.4327,35.606
2017-01-11,13327,4.475,49.548,1.4354,35.573
2017-01-12,13288,4.4625,49.564,1.4276,35.355
2017-01-13,13308,4.4635,49.53,1.428,35.418
2017-01-17,13381,4.467,49.849,1.4284,35.386
2017-01-18,13328,4.4455,49.931,1.419,35.27
2017-01-19,13376,NA,49.76,1.4274,35.401
2017-01-23,13372,4.44,49.907,1.4196,35.293
2017-01-24,13330,4.435,49.848,1.417,35.219
2017-01-25,13340,4.4385,49.81,1.4204,35.256
2017-01-26,13325,4.4355,49.846,1.4142,35.212
2017-01-27,13359,4.4295,49.695,1.4259,35.311
2017-01-30,13335,NA,49.883,NA,35.259
2017-01-31,13343,4.4295,49.814,1.4196,35.193
2017-02-01,13349,NA,49.757,1.4136,35.142
2017-02-02,13374,4.438,49.783,1.4111,35.092
2017-02-03,13362,4.4255,49.783,1.4132,35.094
2017-02-06,13329,4.4225,49.801,1.4074,35.03
2017-02-07,13322,4.436,49.729,1.4138,35.03
2017-02-08,13337,4.44,49.671,1.4169,35.045
2017-02-09,13308,NA,49.823,1.4163,35.014
2017-02-10,13318,4.4455,49.888,1.4212,35.066
2017-02-13,13330,NA,49.917,1.4241,NA
2017-02-14,13330,4.4495,49.925,1.4206,35.012
2017-02-15,NA,4.45,49.894,1.4193,35.018
2017-02-16,13329,4.457,NA,1.4194,34.998
2017-02-17,13328,4.458,49.925,1.4174,34.994
2017-02-21,13370,4.4595,50.182,1.4207,35.045
2017-02-22,13356,4.457,50.305,1.4188,35.016
2017-02-23,13360,4.45,50.24,1.4148,34.994
2017-02-24,13336,4.446,50.232,1.4047,34.961
2017-02-27,13339,4.443,50.197,1.4049,34.863
2017-02-28,13347,4.445,50.267,1.404,34.896
2017-03-01,13361,4.4475,50.255,1.4072,34.991
2017-03-02,13361,4.45,50.291,1.411,34.995
2017-03-03,13375,4.4555,50.307,1.4135,35.05
2017-03-06,13364,4.452,50.373,1.4118,35.032
2017-03-07,13350,4.452,50.379,1.4102,35.074
2017-03-08,13340,4.449,50.319,1.4099,35.177
2017-03-09,13373,4.4595,50.291,1.4194,35.334
2017-03-10,13393,4.4575,50.377,1.4201,35.373
2017-03-13,13364,4.4465,50.349,1.411,35.297
2017-03-15,13375,4.451,50.357,1.4142,35.27
2017-03-16,13336,4.438,50.318,1.4058,35.068
2017-03-17,13342,4.442,50.191,1.4034,34.96
2017-03-20,13329,4.4325,50.154,1.3985,34.708
2017-03-21,13308,4.429,50.145,1.3987,34.744
2017-03-22,13335,4.431,50.164,1.4013,34.711
2017-03-23,13332,4.431,50.301,1.3995,34.65
2017-03-24,13329,4.43,50.339,1.4009,34.674
2017-03-27,13314,4.4145,50.35,1.3945,34.459
2017-03-28,NA,4.4175,50.177,1.394,34.417
2017-03-29,13323,4.422,50.18,1.3974,34.514
2017-03-30,13316,4.4225,50.221,1.3956,34.49
2017-03-31,13321,4.4265,50.194,1.3978,34.45
2017-04-03,13324,4.426,50.219,1.3957,34.311
2017-04-04,13326,4.4315,50.144,1.3968,34.413
2017-04-05,13329,4.4295,50.158,1.3979,34.526
2017-04-06,13327,4.4365,50.163,1.4016,NA
2017-04-07,13341,4.4375,50.173,1.4017,34.629
2017-04-10,13323,4.4395,50.166,1.4076,34.654
2017-04-11,13282,4.4345,49.779,1.407,34.605
2017-04-12,13298,4.4325,49.67,1.4015,34.525
2017-04-13,13264,4.4235,NA,1.394,NA
2017-04-14,NA,4.4025,NA,NA,NA
2017-04-17,13255,4.404,49.53,1.395,34.267
2017-04-18,13299,4.4085,49.535,1.3983,34.385
2017-04-19,13299,4.407,49.603,1.3974,34.308
2017-04-20,13328,4.401,49.709,1.3979,34.371
2017-04-21,13320,4.395,49.812,1.3977,34.411
2017-04-24,NA,NA,49.788,1.395,34.373
2017-04-25,13296,4.38,49.804,1.3936,34.372
2017-04-26,13278,4.355,49.713,1.3928,34.427
2017-04-27,13299,4.346,49.699,1.395,34.507
2017-04-28,13327,4.3475,49.699,1.3964,34.62
2017-05-02,13316,4.3275,49.9,1.3941,34.539
2017-05-03,13297,4.3145,50.054,1.3938,34.447
2017-05-04,13330,4.323,49.933,1.397,34.592
2017-05-05,13339,4.3365,49.927,1.4015,34.625
2017-05-08,13324,4.3335,49.905,1.4037,34.643
2017-05-09,13317,4.3405,49.855,1.4067,34.703
2017-05-10,13355,NA,49.914,NA,NA
2017-05-11,NA,4.3515,49.963,1.4112,34.77
2017-05-12,13340,4.348,49.933,1.4091,34.721
2017-05-15,13319,4.3365,49.813,1.4032,34.6
2017-05-16,13298,4.3135,49.71,1.3981,34.489
2017-05-17,13306,4.3175,49.651,1.3937,34.489
2017-05-18,13343,4.3275,49.742,1.3902,34.491
2017-05-19,13410,4.329,49.834,1.3924,34.522
2017-05-22,13297,4.307,49.906,1.3871,34.367
2017-05-23,13296,4.298,49.753,1.3883,34.382
2017-05-24,13316,4.302,49.785,1.3904,34.459
2017-05-25,NA,4.2785,49.968,1.3836,34.244
