date,idr,myr,php,sgd,thb,ret_idr,ret_myr,ret_php,ret_sgd,ret_thb
2006-03-10,9305,3.724,51.484,1.6299,39.109,-0.6961206156116617,-0.026849241670223734,0.3326948407586183,-0.11037528714377132,NA
2006-03-13,9245,3.7185,51.408,1.6277,39.146,-0.646902525512516,-0.14779982536028413,-0.1477277413628908,-0.13506878281345225,0.09456265480070059
2006-03-14,9210,3.719,51.259,1.6252,39.166,-0.3793014571872533,0.013445378171517142,-0.2902590016475859,-0.15370902838808265,0.0510777414312269
2006-03-15,9143,3.7075,51.193,1.6222,39.188,-0.7301291084926831,-0.30970199129829457,-0.12884084084250347,-0.18476324773272768,0.05615539877514841
2006-03-16,9143,3.7035,51.047,1.6183,39.107,0,-0.10794765587431865,-0.2856026980480042,-0.24070371134045643,-0.20690983817073239
2006-03-17,9170,3.704,51.092,1.618,NA,0.2948727086085512,0.013499831272612006,0.08811522124085869,-0.01853969044027237,NA
2006-03-20,9130,NA,51.066,1.617,38.746,-0.4371591661497476,NA,-0.05090154576512518,-0.06182380413302657,NA
2006-03-21,9130,NA,51.042,1.616,38.79,0,NA,-0.047009050107682526,-0.061862049606609126,0.11349567871214994
2006-03-22,9120,3.692,51.094,1.6193,38.942,-0.10958905206361891,NA,0.10182502642153146,0.20399969983843635,0.39108782415535615
2006-03-23,9090,3.69,51.163,1.6174,NA,-0.32948958968539444,-0.054185858817001886,0.1349541067550586,-0.11740354177033341,NA
2006-03-24,9110,3.6965,51.154,1.6207,39.04,0.21978030824794104,0.1759967962581932,-0.017592384497611135,0.20382330023521744,NA
2006-03-27,9095,3.6925,51.211,1.6163,39.14,-0.1647899301779887,-0.1082690591619917,0.1113662011256622,-0.2718568248310904,0.2558200423038226
2006-03-28,9030,3.6945,51.17,1.6192,38.931,-0.7172444541192036,0.05414918231676502,-0.08009299028479688,0.179261367738337,-0.5354113544727035
2006-03-29,9075,3.696,51.145,1.6211,38.876,0.4971012722020163,0.040592653287241376,-0.048868690802983394,0.11727310543810932,-0.14137547819790264
2006-03-30,NA,3.6945,51.238,1.6206,38.993,NA,-0.040592653287241376,0.18167083515487903,-0.03084801209025656,0.30050491991837625
2006-03-31,NA,3.686,51.284,1.6183,38.871,NA,-0.23033679989339362,0.08973684299347084,-0.14202355037851166,-0.3133671525624493
2006-04-03,9045,3.6818,51.158,1.617,38.834,NA,-0.11400962173067075,-0.24599297854037694,-0.08036349457329894,-0.09523197425211904
2006-04-04,9010,3.681,51.089,1.6156,38.916,-0.3877047227010877,-0.021730863344071594,-0.1349673055919709,-0.08661758878490411,0.2109325540919027
2006-04-05,8995,3.6728,51.002,1.6048,38.704,-0.16662042177504333,-0.22301404440088213,-0.170436220744552,-0.6707266481586704,-0.5462523245509665
2006-04-06,9000,3.6708,50.997,1.6065,NA,0.05557099337227811,-0.05446919901541669,-0.009804017694303724,0.1058761348242121,NA
2006-04-07,9005,3.6698,51.119,1.6048,38.327,0.05554012916988427,-0.027245729400493524,0.23894405978657218,-0.1058761348242121,NA
2006-04-10,NA,3.668,51.101,1.6038,38.202,NA,-0.04906102744977048,-0.03521815728046995,-0.06233248347428111,-0.32667383909963377
2006-04-11,8990,NA,51.132,1.6112,38.085,NA,NA,0.06064578159721279,0.46034295913695567,-0.3067366438191499
2006-04-12,8995,3.6673,51.22,1.611,37.985,0.05560189189672826,NA,0.17195564656038442,-0.012413878732342454,-0.26291588695666057
2006-04-13,9010,3.6775,NA,1.6093,NA,0.16662042177504333,0.2777477006105311,NA,-0.10558023525252813,NA
2006-04-14,NA,3.673,NA,NA,NA,NA,-0.12244066559252698,NA,NA,NA
2006-04-17,8985,3.6705,51.257,1.6029,NA,NA,-0.0680874268831344,NA,NA,NA
2006-04-18,8980,3.6705,51.281,1.6031,37.941,-0.05566379214130279,0,0.04681191448687727,0.01247660637925252,NA
2006-04-19,8970,3.668,51.468,1.5989,NA,-0.11142062434039701,-0.06813381744805724,0.3639942120435613,-0.2623361904253163,NA
2006-04-20,8910,3.6645,51.423,1.5988,37.962,-0.6711434587986176,-0.0954654010450584,-0.08747121297143501,-0.006254495420621176,NA
2006-04-21,8900,3.662,51.382,1.5982,37.76,-0.11229647446242552,-0.06824541314489618,-0.07976266168707724,-0.03753518968060421,-0.5335318115502474
2006-04-24,8845,3.6523,51.658,1.592,37.841,-0.6198949126344999,-0.26523401245641676,0.5357155669242442,-0.38869085360340727,0.21428296184997642
2006-04-25,8805,3.6433,51.666,1.5878,NA,-0.45325856635791695,-0.24672417801032687,0.015485269668191748,-0.2641677113315255,NA
2006-04-26,8835,3.6435,51.807,1.5911,NA,0.3401363823488879,0.00548937805484595,0.2725350328559806,0.207619062279768,NA
2006-04-27,8810,3.632,51.889,1.5868,37.711,-0.2833665823571252,-0.31612973891530505,0.15815463873654068,-0.2706191273635694,NA
2006-04-28,8775,3.6255,51.826,1.5831,37.524,-0.39806705961584754,-0.1791250909536357,-0.12148678156194137,-0.23344595604432583,-0.49711008199038176
2006-05-01,8785,NA,NA,NA,NA,0.11389522871319002,NA,NA,NA,NA
2006-05-02,8770,3.6148,51.777,1.58,37.524,-0.1708915254969412,NA,NA,NA,NA
2006-05-03,8767,3.609,51.632,1.5735,37.63,-0.03421337776430278,-0.160580338501215,-0.2804399907769817,-0.4122409516551018,0.28208763416412985
2006-05-04,8775,3.614,51.396,1.5759,37.56,0.09120967454805395,0.13844665093853958,-0.4581286888371672,0.1524100123564076,-0.1861950265283685
2006-05-05,8785,3.6065,51.46,1.578,NA,0.11389522871319002,-0.2077419208446507,0.12444584323638708,0.13316847777939955,NA
2006-05-08,8735,3.5963,51.517,1.5648,NA,-0.5707778053041679,-0.2832233803053086,0.11070434334139456,-0.8400202125266709,NA
2006-05-09,8760,3.5963,51.392,1.5716,37.537,0.2857961362281003,0,-0.2429331962715331,0.4336188403751884,NA
2006-05-10,8725,3.584,51.389,1.5664,37.669,-0.4003436859809639,-0.3426044045853116,-0.005837654821139182,-0.3314215908058804,0.3510361820839414
2006-05-11,8740,3.5825,51.526,1.5696,37.626,0.1717721578952336,-0.041861439249424315,0.2662392866445984,0.204081703485276,-0.1142174239316951
2006-05-12,8720,NA,51.604,NA,NA,-0.22909517465556917,NA,0.15126542203587334,NA,NA
2006-05-15,8895,3.6025,51.712,1.5696,37.787,1.9870083196911636,NA,0.20906740357400366,NA,NA
2006-05-16,9175,3.6165,52.068,1.5814,37.985,3.0993072822834478,0.3878658415658265,0.6860693705583731,0.7489720825727908,0.5226216826002883
2006-05-17,9060,3.586,52.364,1.5717,38.248,-1.2613273885746068,-0.8469332124257267,0.5668775713638663,-0.6152694554542815,0.6899926368617137
2006-05-18,9230,3.615,52.12,1.5789,37.869,1.858992845987295,0.8054480427786892,-0.46705800612083515,0.45705659455591574,-0.9958435884967809
2006-05-19,NA,3.613,52.572,1.5811,38.194,NA,-0.05534034452248093,0.86349063631177,0.13924052882564597,0.854559977438818
2006-05-22,9275,3.634,52.629,1.5911,38.085,NA,0.5795517808476092,0.10836399953952913,0.6304793597711356,-0.28579313884709023
2006-05-23,9320,3.6295,52.824,1.5827,38.357,0.48400202040017604,-0.12390722312209945,0.369833427711308,-0.5293351574573335,0.71165366671333
2006-05-24,9310,3.6425,52.722,1.5894,38.286,-0.10735374085246718,0.3575361344464456,-0.19328071505091415,0.42243371668415075,-0.1852746377620118
2006-05-25,NA,3.65,52.883,1.5861,38.498,NA,0.2056908507177324,0.30491004163613056,-0.20784135965646877,0.5521997778179077
2006-05-26,NA,3.6455,52.92,1.5788,38.345,NA,-0.12336373300521064,0.06994130886326388,-0.4613108120822218,-0.39821506756214653
2006-05-29,NA,3.635,52.822,1.5788,38.228,NA,-0.2884419278865291,-0.18535686493228454,0,-0.3055909812888835
2006-05-30,NA,3.6215,52.817,1.5783,NA,NA,-0.3720806332238924,-0.009466200936669722,-0.031674638382078735,NA
2006-05-31,9220,3.629,52.654,1.5764,38.198,NA,0.20688235776895603,-0.3090899484607501,-0.12045520840226476,NA
2006-06-01,9260,3.637,52.82,1.5807,38.129,0.4329011089584611,0.2202037773918697,0.3147697765528257,0.27240205625011504,-0.1808010764111856
2006-06-02,9280,3.638,52.912,1.5803,38.202,0.2157498140022085,0.027491409107849307,0.17402493704508082,-0.025308446829169773,0.19127228060922263
2006-06-05,NA,3.6345,52.846,1.5734,38.206,NA,-0.09625301533775499,-0.12481326910136481,-0.4375819519916002,0.010470107851690003
2006-06-06,9300,3.6435,52.694,1.5787,38.099,NA,0.24732081856468913,-0.2880426475146525,0.3362840642539111,-0.28045362724160583
2006-06-07,9355,3.6538,52.84,1.5825,38.171,0.5896559566842541,0.2822963792132427,0.2766882580847785,0.24041514806500963,0.18880299301939907
2006-06-08,9395,3.667,52.916,1.5871,38.302,0.4266673139374788,0.36061671688565333,0.14372709460088728,0.29025764951815525,0.34260491451298947
2006-06-09,9445,3.6685,53.034,1.592,38.438,0.5307868088044287,0.04089700827230036,0.22274667067323506,0.30826358908155327,0.35444394678454394
2006-06-12,9410,3.6735,NA,1.5925,NA,-0.37125473561836486,0.13620269062832868,NA,0.031402104199007574,NA
