shock,matching,dropped_date,side,shock_dropped,int_coef,int_se,int_pval,pre_coef,pre_se,pre_pval,int_shift,pre_shift
5Y,exact,2011-04-18,pre,-0.005,-1.5278934510829905,0.4925771578042727,0.0019405949785667334,0.4432802003407628,0.33254114593584844,0.18262719678931685,-0.001334164204507493,0.0013393294312890602
5Y,exact,2011-05-13,pre,0.01,-1.522477316522808,0.4925653352133766,0.0020131787696185447,0.437837793079022,0.33250790653100887,0.18801194905492125,0.004081970355674924,-0.0041030778304517734
5Y,exact,2011-06-14,pre,0.12,-1.5695769438971434,0.4963333360949346,0.0015802031683930702,0.4850141682475909,0.3380791455696831,0.1514973320126626,-0.04301765701866045,0.043073297338117156
5Y,exact,2011-07-07,pre,-0.04,-1.5077483893791608,0.49273669692261923,0.002232754204280982,0.42312442173155457,0.3327823470515232,0.20365536222291722,0.018810897499322188,-0.018816449177919192
5Y,exact,2011-12-01,pre,-0.11,-1.3875942937308932,0.47841646466435217,0.003753281659470723,0.30294789497593655,0.31119467634248543,0.3303812063032643,0.1389649931475898,-0.1389929759335372
5Y,exact,2012-06-08,pre,-0.21,-1.6109385705224841,0.5029339914885581,0.0013734630563961077,0.5264552024552298,0.34771838274569694,0.1301210658492142,-0.08437928364400116,0.08451433154575605
5Y,exact,2012-07-03,pre,-0.03,-1.5063284138964261,0.4925433651987671,0.0022452860805772107,0.4217965422260578,0.33252626339431646,0.20472891950381308,0.020230872982056836,-0.02014432868341598
5Y,exact,2012-07-05,pre,0.02,-1.5258520014133914,0.49274431947277914,0.0019748181607905143,0.44118587679997,0.33276699427833056,0.18500050940487853,7.072854650915783e-4,-7.549941095037482e-4
5Y,exact,2012-07-06,pre,-0.09,-1.6063122536787247,0.48991250141606146,0.0010541374377981466,0.5217178365498156,0.32857786431130204,0.11243250644810202,-0.07975296680024169,0.07977696564034187
5Y,exact,2012-07-10,pre,-0.03,-1.5245764198272778,0.49289144270234697,0.001998267737345677,0.4400039085421383,0.333029824941233,0.18652753810122957,0.001982867051205206,-0.0019369623673354819
5Y,exact,2012-07-19,pre,0.03,-1.531802038860326,0.4928989879402041,0.0019023620260672878,0.447258187928287,0.333040407796846,0.17938520472705693,-0.005242751981842986,0.005317317018813217
5Y,exact,2012-08-21,pre,0.03,-1.5295211802725823,0.4926636613414072,0.0019226408620896698,0.44489413278985224,0.33266658546738453,0.18120435798701967,-0.0029618933940993575,0.002953261880378477
5Y,exact,2013-07-30,pre,0.01,-1.5191435941132703,0.4925335044827581,0.002058027195557959,0.4344261353723339,0.33244318633790026,0.19138867972678536,0.0074156927652127,-0.007514735537139883
5Y,exact,2013-08-06,pre,-0.04,-1.530619065532012,0.4929073158799556,0.0019181576669177365,0.4460213214079233,0.3330367237687799,0.1805858906849373,-0.0040597786535290226,0.004080450498449517
5Y,exact,2013-08-13,pre,0.0983,-1.4808072311976161,0.4934430832941796,0.002712724993016632,0.3960870703647662,0.3337797280836108,0.23544817581090877,0.04575205568086682,-0.04585380054470756
5Y,exact,2013-10-29,pre,0.08,-1.4775136465626193,0.49213443031624715,0.002701310625595717,0.3930660805913061,0.33197755157957554,0.23649851834598762,0.04904564031586367,-0.04887479031816766
5Y,exact,2014-04-22,pre,0.02,-1.5135162557422488,0.4924125821280509,0.002132840134644935,0.42909444773963235,0.33237380748128176,0.19680033413615614,0.013043031136234173,-0.012846423169841414
5Y,exact,2014-06-10,pre,-0.03,-1.5293042678850266,0.4928949630608988,0.0019349675471876423,0.44469390575165724,0.3330183655104389,0.1818622458443452,-0.002744981006543634,0.002753034842183477
5Y,exact,2015-01-22,pre,0.02,-1.5441817249418772,0.4925811224343296,0.0017353819244226578,0.45950260182584457,0.33251886439334594,0.16710705254841057,-0.017622438063394252,0.01756173091637081
5Y,exact,2015-02-05,pre,-0.01,-1.525832768431289,0.4926275686640621,0.00197020906756085,0.44121945535638607,0.33261911950362527,0.1847719064681381,7.265184471940689e-4,-7.214155530876898e-4
5Y,exact,2015-03-03,pre,-0.0033,-1.5262513936595072,0.4926105115930003,0.0019638768677360144,0.4415870481432883,0.3325779043835649,0.18435202894034805,3.0789321897572997e-4,-3.5382276618545205e-4
5Y,exact,2015-03-17,pre,-0.0983,-1.5116818119246627,0.49589306087491636,0.0023200819859488997,0.42695037941010583,0.33741107981335716,0.20583351609794598,0.014877474953820302,-0.01499049149936793
5Y,exact,2015-03-24,pre,-0.01,-1.5166994593604912,0.4926125372094462,0.0020959762991198806,0.4320052844595079,0.3325730062846515,0.19404806096898286,0.009859827517991748,-0.009935586449965839
5Y,exact,2015-04-07,pre,-0.0333,-1.5348061662456225,0.4927719842651491,0.001858577247880936,0.4501422981121759,0.3328127176956027,0.17630173972446528,-0.008246879367139526,0.008201427202702116
5Y,exact,2015-04-14,pre,-0.06,-1.542036588466273,0.49341264109115723,0.0017930311021579913,0.4574005415310521,0.33378330544563445,0.17067660135930857,-0.015477301587790038,0.015459670621578325
5Y,exact,2015-04-20,pre,-0.1917,-1.5850401159625491,0.5034874725294379,0.001658883937408931,0.5005498213300538,0.3485292753807099,0.15105306897929527,-0.058480829084066155,0.05860895042058001
5Y,exact,2015-05-12,pre,-0.035,-1.5396288872797217,0.49285261359035965,0.0018011540707503174,0.45508603226806676,0.3329729985566321,0.17180757914800088,-0.013069600401238723,0.013145161358593005
5Y,exact,2015-06-25,pre,-0.06,-1.5427163018017107,0.49364340305525867,0.0017935416981537035,0.45814235771603096,0.33413467590095225,0.17043367766902803,-0.01615701492322774,0.016201486806557197
5Y,exact,2015-06-30,pre,-0.0483,-1.4976923504555644,0.4924946905118364,0.0023774594857265503,0.4131539281774098,0.3324628196358456,0.2140699945719688,0.0288669364229186,-0.028786942732063947
5Y,exact,2015-08-26,post,-0.07,-1.550943693668798,0.5065911978590917,0.0022210274331586582,0.44193967056986605,0.33255989096814575,0.18397819364058088,-0.02438440679031495,-1.2003396077098216e-6
5Y,exact,2015-08-27,post,-0.005,-1.5334850290851945,0.49304194208184365,0.0018863044961147134,0.4419449086111795,0.33256139746645413,0.18397498328467163,-0.006925742206711494,4.037701705761343e-6
5Y,exact,2015-10-27,post,-0.06,-1.4584101180460938,0.4942899485700164,0.0031962662350343844,0.4419360022480386,0.332563191644542,0.18398618441867257,0.0681491688323892,-4.868661435175614e-6
5Y,exact,2016-03-01,post,-0.005,-1.5546777256317048,0.49388954849859046,0.0016605678713650356,0.4419509466725555,0.3325634091187042,0.18397164531476387,-0.02811843875322184,1.0075763081762723e-5
5Y,exact,2017-02-03,post,0.17,-1.4357177765103903,0.5987094556906424,0.01654286275013334,0.44194193742158017,0.3325628665960374,0.18397986771785738,0.09084151036809263,1.0665121064068472e-6
5Y,exact,2017-03-16,post,0.01,-1.4754095453922442,0.4886895808979826,0.002555858913218792,0.4419371592970093,0.3325629859496036,0.1839847653402687,0.05114974148623874,-3.71161246448537e-6
5Y,exact,2017-12-14,post,-0.05,-1.5895263702704996,0.4989690590724088,0.0014588119229665473,0.4419335699020062,0.332561377947361,0.1839862064067774,-0.06296708339201662,-7.301007467541698e-6
5Y,exact,2018-04-18,post,-0.16,-1.823795729528265,0.4966688047461886,2.4467923017324335e-4,0.44194017460412727,0.3325622669724145,0.18398082603861265,-0.297236442649782,-6.96305346492565e-7
5Y,exact,2018-06-25,post,0.005,-1.5370506916950966,0.4930028451522554,0.0018392373345310813,0.44194330044069075,0.3325612992906296,0.18397644924961065,-0.010491404816613592,2.4295312169853034e-6
5Y,exact,2019-01-03,post,-0.01,-1.5643542670170385,0.49382925148863,0.001550923356544171,0.44193210563588214,0.33256470563226354,0.18399204625671856,-0.037794980138555534,-8.765273591615497e-6
5Y,exact,2019-05-06,post,-0.05,-1.4875968299667706,0.4930377118802303,0.002571945562464832,0.441940422467637,0.33256288019069563,0.18398138858264426,0.038962456911712406,-4.484418367756149e-7
5Y,exact,2019-11-05,post,-0.06,-1.5991581667969896,0.49949837598147356,0.001380864575541945,0.4419463597063228,0.33255991038897237,0.18397158323870172,-0.07259887991850666,5.488796849029143e-6
5Y,exact,2019-11-18,post,-0.08,-1.619091180772497,0.5041768105433493,0.0013346473488402536,0.44193694577568143,0.3325602418602946,0.18398135944880517,-0.09253189389401406,-3.925133792326285e-6
5Y,exact,2020-01-23,post,-0.0025,-1.5263116276434883,0.49255496119635955,0.001960762735066239,0.44194394190121883,0.33256059603446236,0.18397488574300816,2.4765923499470155e-4,3.070991745068863e-6
5Y,exact,2020-02-03,post,-0.16,-1.4239425908560472,0.5449161933586459,0.009014904792210005,0.44193599304702,0.3325629572834076,0.18398588457219447,0.10261669602243573,-4.877862453733783e-6
5Y,exact,2020-03-30,post,-0.03,-1.45067337150096,0.48541930374307485,0.002825608019540861,0.44192867200231417,0.33255810464995533,0.18398675016779276,0.07588591537752287,-1.219890715958849e-5
5Y,exact,2020-04-03,post,-0.0475,-1.538786952825913,0.496488245086077,0.0019569526396606184,0.44194601243163933,0.33256226724233096,0.18397503490636,-0.012227665947430078,5.141522165574841e-6
5Y,exact,2020-04-15,post,-0.04625,-1.335681630322621,0.4539083091991282,0.0032786331224914102,0.44193076066749176,0.3325606730439294,0.18398806412471014,0.19087765655586186,-1.0110241981997614e-5
5Y,rolled,2008-01-17,pre,-0.05,-1.3595084419350711,0.6251497575402049,0.029728738575089394,0.3684266756676522,0.3072040330301998,0.23050715913979516,-0.03900504636923441,0.038861020099776544
5Y,rolled,2008-03-19,pre,0.045,-1.32622383216008,0.6263057465173458,0.03429415230195797,0.33520224726059766,0.3095445090090012,0.2789422717830543,-0.005720436594243372,0.005636591692722015
5Y,rolled,2008-04-16,pre,0.04,-1.3217490452011107,0.6263821610097418,0.03492711523528655,0.33080157125919196,0.30973853320937356,0.28560269533774013,-0.0012456496352739599,0.0012359156913163138
5Y,rolled,2008-05-12,pre,-0.02,-1.3247326822149317,0.6261789678733047,0.03446016197799465,0.3338693206333777,0.3093649614264816,0.28057893323438254,-0.004229286649094943,0.00430366506550206
5Y,rolled,2008-09-16,pre,-0.39,-1.3018094459399938,0.6683043166486132,0.0515138192966362,0.31060796290940895,0.38753020495418833,0.42290009432799236,0.01869394962584292,-0.018957692658466696
5Y,rolled,2008-10-09,pre,-0.11,-1.3706611175516232,0.6262585285215073,0.02869679849208377,0.37972365261094787,0.3094534131147553,0.2198864814089586,-0.050157721985786496,0.05015799704307222
5Y,rolled,2008-10-30,pre,0.08,-1.3742381024551864,0.62481862780672,0.027921897282609506,0.38357713679777883,0.30659285608981945,0.21099405899304297,-0.05373470688934967,0.05401148122990318
5Y,rolled,2008-11-26,pre,-0.28,-1.1048794326922529,0.6065037139253783,0.06859418198730828,0.11387940749828569,0.2672426896620932,0.670044745259553,0.21562396287358387,-0.21568624806958997
5Y,rolled,2008-12-23,pre,0.095,-1.2736271705546132,0.6265889734544952,0.04217461659249191,0.28269303225827763,0.31019006080434053,0.3621797910317245,0.04687622501122357,-0.046872623309598016
5Y,rolled,2010-01-13,pre,0.04,-1.3294222754270932,0.6263860509427579,0.03388605079469856,0.3384229268217894,0.30974594417061396,0.27466236958287177,-0.008918879861256501,0.008857271253913779
5Y,rolled,2010-10-20,pre,0.36,-1.3386242860688524,0.6598975170249763,0.04259136185943192,0.34760462638592604,0.3728949388289376,0.35131709041971715,-0.018120890503015685,0.018038970818050393
5Y,rolled,2010-11-11,pre,0.03,-1.2947655511976874,0.6261574861042449,0.03874226425673035,0.3037428032636272,0.3092589839688805,0.3260962809891961,0.0257378443681493,-0.025822852304248467
5Y,rolled,2010-11-22,pre,0.115,-1.2962324851107772,0.6287958397450921,0.03934334621951541,0.30531367056333497,0.31460503453468014,0.33188988465672153,0.02427091045505958,-0.024251985004540677
5Y,rolled,2010-12-13,pre,-0.035,-1.313764735796156,0.6264336705276131,0.03605575328049297,0.3228437006088933,0.30986778888977934,0.29755079471899587,0.006738659769680799,-0.006721954958982368
5Y,rolled,2011-01-18,pre,0.07,-1.3191604396347107,0.6272312986984986,0.035533416500331816,0.3280911993811112,0.3114427166335958,0.292214362486877,0.0013429559311259887,-0.0014744561867644501
5Y,rolled,2011-02-09,pre,0.29,-1.3649775955265369,0.6440542690798937,0.03414023356161073,0.3740939737775615,0.3440704027179739,0.27700668312273974,-0.04447419996070012,0.044528318209685835
5Y,rolled,2011-02-22,pre,0.08,-1.3113536366579186,0.627037607382289,0.03657832381588345,0.32037464214726374,0.311033361495691,0.30307505501195203,0.009149758907918137,-0.009191013420611904
5Y,rolled,2011-03-21,pre,0.14,-1.434043092583293,0.6193626917683562,0.02065878319037578,0.44312129061226363,0.29525447829508006,0.13350644877349124,-0.11353969701745625,0.11355563504438798
5Y,rolled,2011-04-06,pre,0.01,-1.321535640312531,0.6262064828670547,0.034905473119303795,0.3305734517515005,0.30937463832607515,0.285368750605332,-0.0010322447466941664,0.0010077961836248428
5Y,rolled,2011-04-18,pre,-0.005,-1.3216170755753456,0.6261779692149995,0.03488599852445366,0.3306772025379096,0.3093123374475003,0.28512061593909305,-0.001113680009508844,0.0011115469700339609
5Y,rolled,2011-05-13,pre,0.01,-1.3170685201979984,0.6262308820829053,0.03553172601260252,0.3261155256856113,0.30940030937135204,0.2919540273813102,0.0034348753678383748,-0.003450129882264341
5Y,rolled,2011-06-14,pre,0.12,-1.3541765558401375,0.6279980987884699,0.031134116078412717,0.36328240181832816,0.31301405622400524,0.245896428830426,-0.033673160274300784,0.03371674625045251
5Y,rolled,2011-07-07,pre,-0.04,-1.3046303720339187,0.6264847794093665,0.037382359721605196,0.3136412363956086,0.30993004915755784,0.31162953615610844,0.015873023531917996,-0.015924419172267057
5Y,rolled,2011-12-01,pre,-0.11,-1.2031018062062884,0.6195105334019974,0.05222539255543445,0.21209194123002928,0.29558003818150597,0.47309216268625576,0.11740158935954836,-0.11747371433784637
5Y,rolled,2012-02-21,pre,-0.075,-1.2864989147104575,0.6269041699280511,0.04023949572363291,0.29565912010441636,0.3108358838182086,0.3415902194912931,0.034004480855379215,-0.033906535463459286
5Y,rolled,2012-05-14,pre,-0.09,-1.3737674863181104,0.6248176317282834,0.027975254508597672,0.38285364603440064,0.306563892853704,0.2118128984451213,-0.053264090752273674,0.05328799046652499
5Y,rolled,2012-06-08,pre,-0.21,-1.3832828306755725,0.6319473687239142,0.02867712187576756,0.3924692632973441,0.3208618518959105,0.22135791619460748,-0.06277943510973572,0.06290360772946846
5Y,rolled,2012-07-03,pre,-0.03,-1.303435584824734,0.6263855008964131,0.037526643226295335,0.3126036434977251,0.30976191772192074,0.31297020525020497,0.01706781074110264,-0.016962012070150523
5Y,rolled,2012-07-05,pre,0.02,-1.3198059236312787,0.6262962235668188,0.03517026048653135,0.3288786787910151,0.3095394852414426,0.28810202857860157,6.974719345580471e-4,-6.869767768605262e-4
5Y,rolled,2012-07-06,pre,-0.09,-1.3858637136212222,0.623950943554832,0.026415687125460947,0.3949648053171924,0.30478333880636194,0.1951110991215304,-0.06536031805538545,0.06539914974931677
5Y,rolled,2012-07-10,pre,-0.03,-1.3187328754968102,0.6263871532538382,0.03534566266672699,0.32781292005018053,0.3097665728522269,0.29002055116998593,0.00177052006902656,-0.0017527355176951143
5Y,rolled,2012-07-19,pre,0.03,-1.3247486204078833,0.6263150011565775,0.03449715745634525,0.333883823328653,0.3096318761554288,0.28097281480889313,-0.004245224842046591,0.004318167760777369
5Y,rolled,2012-08-21,pre,0.03,-1.3229757104186335,0.626212053731708,0.03470948312728384,0.33201115692120686,0.3093835321926443,0.2832930462263899,-0.002472314852796753,0.002445501353331214
5Y,rolled,2013-07-30,pre,0.01,-1.3142402643317879,0.626237512903741,0.03593052758345149,0.32324276715544653,0.3094159285719953,0.296249365974298,0.006263131234048869,-0.006322888412429117
5Y,rolled,2013-08-06,pre,-0.04,-1.3237254107204262,0.6263334494304789,0.034642034782024676,0.3328409673291963,0.30964472986519714,0.28249780991693035,-0.0032220151545894193,0.003275311761320676
5Y,rolled,2013-08-13,pre,0.0983,-1.2811101542042151,0.6271268256995278,0.04115442663771747,0.2900753655602005,0.31118014944217226,0.35131719678070406,0.03939324136162159,-0.03949029000767512
5Y,rolled,2013-10-29,pre,0.08,-1.2787567546211545,0.626422453329985,0.04129930299753391,0.28792080842192747,0.30986255328542145,0.35286379256509803,0.04174664094468228,-0.04164484714594818
5Y,rolled,2014-04-22,pre,0.02,-1.3095803923343192,0.6262344590818526,0.036591722055549024,0.3187610614868241,0.3094761710606246,0.30308964906748365,0.010923003231517514,-0.010804594081051555
5Y,rolled,2014-06-10,pre,-0.03,-1.3226638840310798,0.6263408220330136,0.03478947015907461,0.3317363402751923,0.3096576267678929,0.2841179909115417,-0.0021604884652430822,0.002170684707316628
5Y,rolled,2014-11-24,pre,-0.26,-1.3340489480962414,0.6414432029261931,0.03762960028484865,0.3431752475917588,0.33918807626807185,0.31173435404386307,-0.013545552530404681,0.013609592023883177
5Y,rolled,2015-01-22,pre,0.02,-1.3351738980319126,0.6260147708407878,0.03301842683515832,0.34422739908601563,0.3089740446244197,0.26532369270476364,-0.014670502466075819,0.01466174351813998
5Y,rolled,2015-02-05,pre,-0.01,-1.3198893948717263,0.6262254515464141,0.035138071459772234,0.32894874442505595,0.3094215587525891,0.28781568919806216,6.140006941104392e-4,-6.169111428196983e-4
5Y,rolled,2015-03-02,pre,0.02,-1.3113528177682092,0.6262998196133189,0.03635815668355738,0.3204409029878159,0.30956545296167404,0.30068852601650153,0.009150577797627513,-0.009124752580059736
5Y,rolled,2015-03-03,pre,-0.0033,-1.3202402864978633,0.626210602850656,0.03508523700824098,0.3292713734292719,0.30938264464771614,0.2872826206027419,2.631090679734438e-4,-2.9428213860377417e-4
5Y,rolled,2015-03-17,pre,-0.0983,-1.3066258140617901,0.6282129922479333,0.03761607297846748,0.31559850060752515,0.3134148370014346,0.3140292696117044,0.01387758150404661,-0.013967154960350503
5Y,rolled,2015-03-24,pre,-0.01,-1.3122225169350277,0.6263051510143959,0.03623607813166873,0.32126309762507294,0.30959348088057725,0.2994939816500049,0.008280878630809063,-0.008302557942802713
5Y,rolled,2015-04-07,pre,-0.0333,-1.3272943240016282,0.6262239890062978,0.034126015582995765,0.33632839787440566,0.30938146481505147,0.2770776279970394,-0.006790928435791432,0.006762742306530012
5Y,rolled,2015-04-14,pre,-0.06,-1.3330360779102888,0.6265099834078955,0.03343944241010576,0.3420608143345295,0.30999940526130193,0.2699289043038883,-0.01253268234445204,0.012495158766653858
5Y,rolled,2015-04-20,pre,-0.1917,-1.3632081020619773,0.6321943085155094,0.03113620426544324,0.37237999927030563,0.3213438400558883,0.24661863253222777,-0.042704706496140554,0.04281434370242998
5Y,rolled,2015-05-12,pre,-0.035,-1.3312537947853835,0.6262057935487766,0.03359023399512159,0.3403752500957047,0.3094032099194482,0.2713730970759501,-0.010750399219546791,0.010809594527829036
5Y,rolled,2015-06-25,pre,-0.06,-1.3334901092846165,0.6266418160749846,0.03341645628871215,0.3425726933253993,0.310263559090321,0.2696207231790097,-0.012986713718779797,0.013007037757523654
5Y,rolled,2015-06-29,pre,-0.01,-1.322734633089905,0.6261905915007975,0.03473628662017008,0.3317209390380168,0.3093167446777252,0.2836100773649178,-0.002231237524068286,0.002155283470141156
5Y,rolled,2015-06-30,pre,-0.0483,-1.2960794573398111,0.6264221180592519,0.03862718869008422,0.30522184994128265,0.3098809395260683,0.32471837586442276,0.02442393822602562,-0.024343805626592996
5Y,rolled,2015-08-26,post,-0.07,-1.338831803458273,0.6484924304400501,0.03905074390225393,0.32956808707268437,0.30935959261425583,0.2868126795691513,-0.01832840789243617,2.4315048087197866e-6
5Y,rolled,2015-08-27,post,-0.005,-1.3268514329028163,0.6262455978903482,0.0341920000648192,0.32957098589849637,0.30935930578299353,0.2868079945944165,-0.0063480373369795284,5.330330620723078e-6
5Y,rolled,2015-10-26,post,-0.07,-0.997706433514798,0.5695382835209265,0.07991057784303192,0.32956781207796604,0.3093619233335887,0.2868167118512245,0.3227969620510387,2.1565100903897516e-6
5Y,rolled,2015-10-27,post,-0.06,-1.253232957948676,0.6396464596890841,0.05017221856757949,0.3295583842082008,0.30936281526939025,0.2868318853932218,0.06727043761716067,-7.271359674820843e-6
5Y,rolled,2016-03-01,post,-0.005,-1.3465936269313064,0.6258869684583812,0.03151425880692575,0.3295731193909063,0.309361517208162,0.2868083197701647,-0.02609023136546962,7.46382303062898e-6
5Y,rolled,2017-02-03,post,0.17,-1.2010604108232759,0.8033243380682663,0.13498708339701174,0.32956478175370457,0.30936174787670656,0.2868208690966967,0.11944298474256088,-8.73814171076237e-7
5Y,rolled,2017-03-16,post,0.01,-1.2720083404328835,0.6255397973999938,0.042091594822488206,0.3295595057844104,0.3093628583626414,0.28683031265454023,0.04849505513295327,-6.149783465247971e-6
5Y,rolled,2017-12-14,post,-0.05,-1.3773827564890553,0.6349091293876871,0.0301269733933726,0.329559139837721,0.3093611897590315,0.2868282487623651,-0.05687936092321855,-6.515730154643684e-6
5Y,rolled,2018-04-18,post,-0.16,-1.5646203001105359,0.7237756501017337,0.030714129711465393,0.3295643228504927,0.3093615137881733,0.286821175441142,-0.24411690454469914,-1.332717382951376e-6
5Y,rolled,2018-06-25,post,0.005,-1.330473537227773,0.6262015386171166,0.03369302173323575,0.3295694634605154,0.30936087496675635,0.2868126645577254,-0.009970141661936216,3.8078926397622226e-6
5Y,rolled,2018-10-09,post,-0.005,-1.3189457982072514,0.6262455272491686,0.03527467183705504,0.32956849141048716,0.30935923306449925,0.2868115283852859,0.0015575973585852942,2.835842611514927e-6
5Y,rolled,2019-01-03,post,-0.01,-1.3558047816886638,0.6257427649178772,0.030332909272797068,0.329551651980064,0.3093645622882347,0.2868444498041032,-0.03530138612282707,-1.400358781167288e-5
5Y,rolled,2019-01-07,post,-0.03,-1.5391770074990307,0.5969052209293965,0.009966128149116505,0.3295546524848763,0.3093591553727563,0.28683164107903847,-0.218673611933194,-1.1003082999339053e-5
5Y,rolled,2019-05-06,post,-0.05,-1.2825487317946558,0.6319460229557842,0.04249057154568839,0.32956302382043534,0.30936213874583446,0.2868240481286612,0.03795466377118095,-2.6317474403070307e-6
5Y,rolled,2019-09-09,post,0.01375,-1.3113487647413866,0.6267967251072559,0.036507030730609895,0.3295648218754272,0.3093608825038845,0.286819462570077,0.009154630824450116,-8.336924484653174e-7
5Y,rolled,2019-11-05,post,-0.06,-1.3860388098506533,0.6359221732712212,0.029364339820243397,0.32957550874111613,0.3093588266823829,0.28680063584664456,-0.06553541428481657,9.853173240481627e-6
5Y,rolled,2019-11-18,post,-0.08,-1.4025371196089487,0.6449204682290923,0.0297248441884301,0.3295653417050828,0.30936029825086575,0.28681779253500167,-0.08203372404311193,-3.138627928667148e-7
5Y,rolled,2020-01-23,post,-0.0025,-1.3202462685052068,0.6261856592850719,0.03507714577432987,0.32957135398886317,0.3093594379655521,0.2868076623144645,2.5712706062996915e-4,5.698420987521047e-6
5Y,rolled,2020-02-03,post,-0.16,-1.2027766134790034,0.730907041058048,0.09994890861749375,0.32955983753858054,0.30936363528175037,0.2868310376875486,0.11772678208683329,-5.818029295112659e-6
5Y,rolled,2020-03-16,post,0.045,-1.5169200501384092,0.6049062248501618,0.012203024881390561,0.3295632528415904,0.3093589692774282,0.28681877664622885,-0.1964166545725725,-2.40272628526661e-6
5Y,rolled,2020-03-30,post,-0.03,-1.2485417018026719,0.6260066550569826,0.04619008122579849,0.32956019672620945,0.3093577895619439,0.28682140745758433,0.07196169376316486,-5.458841666194925e-6
5Y,rolled,2020-04-03,post,-0.0475,-1.3307794500986263,0.6320006168006224,0.035314190829058824,0.3295706851768704,0.3093614640821003,0.28681179593168094,-0.01027605453278957,5.029608994733259e-6
5Y,rolled,2020-04-15,post,-0.04625,-1.1399586621103512,0.6104369595440543,0.06193373789924131,0.3295593066770088,0.30936149098737964,0.28682847400749234,0.1805447334554855,-6.3488908668696276e-6
