country,window_sd,effect_1sd_pct,ratio_effect_to_window_sd
idr,0.8467697190383316,-0.10988064861593365,-0.1297644993029794
myr,0.6401091888374005,-0.10988064861593365,-0.17165922710077725
php,0.4712831440543335,-0.10988064861593365,-0.23315208702491952
sgd,0.4927600415157155,-0.10988064861593365,-0.22299017647198824
thb,0.43333417890939946,-0.10988064861593365,-0.2535702327761855
pooled,0.590920954105256,-0.10988064861593365,-0.1859481337606476
