split_date,n_post_events,interaction,se,pval
2014-06-30,28,-1.5873291012351265,0.5888233539131895,0.00706075035274483
2014-11-22,28,-1.6003772281979733,0.5882809492518297,0.006556176268761133
2015-01-01,28,-1.622221680490881,0.5867204422517621,0.005727843088390978
2015-08-11,18,-2.1938046452523308,0.659205190530633,8.850988127395453e-4
2016-01-01,15,-2.5607642534155253,0.6941633223634304,2.2901885997669543e-4
2016-06-30,14,-2.601961023380477,0.7033015547245909,2.1966530470464814e-4
