mediator,total_effect,direct_effect,path_a,path_b,indirect_ab,identity_gap,pct_mediated,nobs
AFE dollar,-1.5088010801998941,-0.4716116136809274,-3.411494093654613,0.3040279238496023,-1.0371894665189927,2.5979218776228663e-14,68.74262486487486,4699
Broad dollar,-1.5088010801998941,-0.4505129956748144,-2.398002045797165,0.441320759663201,-1.058288084525115,3.530509218307998e-14,70.14099462235986,4699
